Carrer / Calle;OBJECTID;Número Finca;created_user;created_date;last_edited_user;last_edited_date;geo_shape;geo_point_2d
MAYOR DE NAZARET;74539;77;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.33410837179172836, 39.45008203497104], ""type"": ""Point""}";39.45008203497104, -0.33410837179172836
RUGAT;74542;7;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.35256748803845395, 39.469294840324956], ""type"": ""Point""}";39.469294840324956, -0.35256748803845395
MAESTRO VALLS;74545;2ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3425774195984394, 39.463221375032035], ""type"": ""Point""}";39.463221375032035, -0.3425774195984394
MENENDEZ Y PELAYO;74549;8ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3610138298367823, 39.479340169369124], ""type"": ""Point""}";39.479340169369124, -0.3610138298367823
CUENCA;74551;87;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.38961588034898764, 39.462565461531], ""type"": ""Point""}";39.462565461531, -0.38961588034898764
PROFESOR ANGEL LACALLE;74559;5;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.40193973261234617, 39.45552826064627], ""type"": ""Point""}";39.45552826064627, -0.40193973261234617
PINTOR STOLZ;74562;55ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.40190217866114847, 39.46984558811289], ""type"": ""Point""}";39.46984558811289, -0.40190217866114847
TRES FORQUES;74563;115;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.40252398624824115, 39.46359937251196], ""type"": ""Point""}";39.46359937251196, -0.40252398624824115
PATRAIX;74564;12;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.39257405027241715, 39.46313656929511], ""type"": ""Point""}";39.46313656929511, -0.39257405027241715
FELIX PIZCUETA;74565;17ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3730663681235149, 39.4668898305304], ""type"": ""Point""}";39.4668898305304, -0.3730663681235149
MARQUES DEL TURIA;74566;64;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.366954874012318, 39.46774530951149], ""type"": ""Point""}";39.46774530951149, -0.366954874012318
DOCTOR GARCIA DONATO;74567;2;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3483280800223791, 39.476647549621866], ""type"": ""Point""}";39.476647549621866, -0.3483280800223791
AMPARO BALLESTER;74569;28;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3352670612313374, 39.47219994614445], ""type"": ""Point""}";39.47219994614445, -0.3352670612313374
SERRERIA;74570;43;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3359566092868213, 39.464963096676755], ""type"": ""Point""}";39.464963096676755, -0.3359566092868213
VICENTE BARRERA CAMBRA;74571;S/N;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3573018012620726, 39.48073003864353], ""type"": ""Point""}";39.48073003864353, -0.3573018012620726
POETA QUINTANA;74573;2ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.37057869853370856, 39.47116625043804], ""type"": ""Point""}";39.47116625043804, -0.37057869853370856
ENGUERA;74574;17;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3947296447438757, 39.46647143167586], ""type"": ""Point""}";39.46647143167586, -0.3947296447438757
BURJASOT;74577;35;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3855683598111397, 39.485236658860416], ""type"": ""Point""}";39.485236658860416, -0.3855683598111397
MALVARROSA;74578;46;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3279894625826579, 39.47885596162973], ""type"": ""Point""}";39.47885596162973, -0.3279894625826579
ARTES Y OFICIOS;74579;41ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.35228518637714673, 39.46781942141047], ""type"": ""Point""}";39.46781942141047, -0.35228518637714673
SAN CLEMENTE;74581;8;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.4023688159664918, 39.490189073077644], ""type"": ""Point""}";39.490189073077644, -0.4023688159664918
JOSE AGUIRRE;74585;38;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.33276982284763745, 39.46153895364206], ""type"": ""Point""}";39.46153895364206, -0.33276982284763745
CONDE DE TRENOR;74591;8ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3749061299805163, 39.478900177322274], ""type"": ""Point""}";39.478900177322274, -0.3749061299805163
BLASCO IBArEZ;74593;32;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.35953916156509663, 39.4770149486068], ""type"": ""Point""}";39.4770149486068, -0.35953916156509663
URUGUAY;74599;27;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.386818814487674, 39.45788049922532], ""type"": ""Point""}";39.45788049922532, -0.386818814487674
OLIMPIA AROZENA TORRES (PROFESSORA);74603;1ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3923876185471523, 39.46975644871066], ""type"": ""Point""}";39.46975644871066, -0.3923876185471523
BLASCO IBArEZ;74604;192;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.33650436378939524, 39.47025222687978], ""type"": ""Point""}";39.47025222687978, -0.33650436378939524
AGUSTINA DE ARAGON;74606;46;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.38894600655626993, 39.45506656316692], ""type"": ""Point""}";39.45506656316692, -0.38894600655626993
PADRE VICAS;74612;75ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3701992277386639, 39.49456287087222], ""type"": ""Point""}";39.49456287087222, -0.3701992277386639
MUSICO PENELLA;74613;7;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3923441100800933, 39.45193301375082], ""type"": ""Point""}";39.45193301375082, -0.3923441100800933
CANOVAS DEL CASTILLO;74614;5;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.36570693606071336, 39.46797758014061], ""type"": ""Point""}";39.46797758014061, -0.36570693606071336
CORTS VALENCIANES;74616;35;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.40032263485517017, 39.49098506763511], ""type"": ""Point""}";39.49098506763511, -0.40032263485517017
UTIEL;74617;1;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.36009087697222714, 39.48598188553071], ""type"": ""Point""}";39.48598188553071, -0.36009087697222714
SALVADOR SASTRE;74624;14;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3809802723371841, 39.46355930213193], ""type"": ""Point""}";39.46355930213193, -0.3809802723371841
CAMPANAR;74625;66;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.39244089835119134, 39.482781611851834], ""type"": ""Point""}";39.482781611851834, -0.39244089835119134
JOAQUIN MARIN;74628;16ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.4235415363539126, 39.502340567353855], ""type"": ""Point""}";39.502340567353855, -0.4235415363539126
LUIS LAMARCA;74633;33;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.40317363219382174, 39.47080915024201], ""type"": ""Point""}";39.47080915024201, -0.40317363219382174
HORTICULTOR CORSET;74635;2ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3917278069590328, 39.47326117037025], ""type"": ""Point""}";39.47326117037025, -0.3917278069590328
HIGINIO NOJA (PROFESSOR);74636;15;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.34583706114487733, 39.462439898367954], ""type"": ""Point""}";39.462439898367954, -0.34583706114487733
TORRENTE;74638;43ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.40294350401615153, 39.46165136054415], ""type"": ""Point""}";39.46165136054415, -0.40294350401615153
AUSIAS MARCH;74643;40;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3734509449283123, 39.45312708595852], ""type"": ""Point""}";39.45312708595852, -0.3734509449283123
JOSE MARIA HARO (MAGISTRAT);74646;51;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.33783355106770907, 39.47185025940017], ""type"": ""Point""}";39.47185025940017, -0.33783355106770907
ANGEL GUIMERA;74657;14;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3856404496661576, 39.47028006780696], ""type"": ""Point""}";39.47028006780696, -0.3856404496661576
MAESTRO ESTEBAN CATALA;74667;8ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3607201434914661, 39.48195327455418], ""type"": ""Point""}";39.48195327455418, -0.3607201434914661
LUIS LAMARCA;74677;13;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.40055217373731383, 39.47091889974502], ""type"": ""Point""}";39.47091889974502, -0.40055217373731383
ALCACER;74680;7dup;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.4076334004880567, 39.471039195558646], ""type"": ""Point""}";39.471039195558646, -0.4076334004880567
FRANCIA;74683;12;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3511532381353097, 39.45990499764654], ""type"": ""Point""}";39.45990499764654, -0.3511532381353097
SAGUNTO;74690;106;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3745958533336942, 39.48599933820684], ""type"": ""Point""}";39.48599933820684, -0.3745958533336942
CIUDADELA;74692;1ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.36949756821588536, 39.47549801673765], ""type"": ""Point""}";39.47549801673765, -0.36949756821588536
JACA;74709;4;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.370461061560332, 39.484659578361615], ""type"": ""Point""}";39.484659578361615, -0.370461061560332
JOSE GROLLO;74712;105;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3925290383097505, 39.4934345470065], ""type"": ""Point""}";39.4934345470065, -0.3925290383097505
ARCHIDUQUE CARLOS;74715;85;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3978717369957058, 39.462118642963745], ""type"": ""Point""}";39.462118642963745, -0.3978717369957058
ARCHIDUQUE CARLOS;74716;125;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.4010450211064639, 39.459178695577265], ""type"": ""Point""}";39.459178695577265, -0.4010450211064639
PADRE PORTA;74722;1ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.33538893615958176, 39.46056245194562], ""type"": ""Point""}";39.46056245194562, -0.33538893615958176
PINTOR VILA PRADES;74723;1;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.38976414763595324, 39.46962044630659], ""type"": ""Point""}";39.46962044630659, -0.38976414763595324
BLASCO IBArEZ;74727;67;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3494186120925176, 39.474861012453985], ""type"": ""Point""}";39.474861012453985, -0.3494186120925176
MARQUES DEL TURIA;74731;56;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.36787756931486576, 39.467350284750495], ""type"": ""Point""}";39.467350284750495, -0.36787756931486576
SALAMANCA;74732;1ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3653314201433521, 39.46778721602127], ""type"": ""Point""}";39.46778721602127, -0.3653314201433521
JESUS;74737;30;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.383018494093766, 39.46678916561403], ""type"": ""Point""}";39.46678916561403, -0.383018494093766
AMADO GRANELL MESADO (MILITAR);74738;28ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3650265551076447, 39.45885822364228], ""type"": ""Point""}";39.45885822364228, -0.3650265551076447
PEREZ BAYER;74742;11;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.37152247783173625, 39.46982330980968], ""type"": ""Point""}";39.46982330980968, -0.37152247783173625
DOCTOR NICASIO BENLLOCH;74744;84;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.39676437131607106, 39.49201054004202], ""type"": ""Point""}";39.49201054004202, -0.39676437131607106
REVERENDO JOSE NOGUERA;74746;33;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3923424314172192, 39.44369497100836], ""type"": ""Point""}";39.44369497100836, -0.3923424314172192
MAXIMILIANO THOUS;74750;18;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.37443299998518076, 39.48767180406821], ""type"": ""Point""}";39.48767180406821, -0.37443299998518076
PERIODISTA GIL SUMBIELA;74752;4;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.38350975891188344, 39.492237823292356], ""type"": ""Point""}";39.492237823292356, -0.38350975891188344
AMADO GRANELL MESADO (MILITAR);74753;13;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3653249961086948, 39.45984549790688], ""type"": ""Point""}";39.45984549790688, -0.3653249961086948
MASCARON;74756;15;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.27726936057879253, 39.279122916957654], ""type"": ""Point""}";39.279122916957654, -0.27726936057879253
FUENTE DE SAN LUIS;74757;34ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3716867851645455, 39.45648448954893], ""type"": ""Point""}";39.45648448954893, -0.3716867851645455
ELIAS TORMO;74758;35;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.4194788195371644, 39.50098739742156], ""type"": ""Point""}";39.50098739742156, -0.4194788195371644
LEOPOLDO PILES ROS (PROFESSOR);74762;1;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.39746586422406266, 39.46347901493619], ""type"": ""Point""}";39.46347901493619, -0.39746586422406266
BOLBAITE;74765;2ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.327885970714071, 39.48218287017817], ""type"": ""Point""}";39.48218287017817, -0.327885970714071
LUIS GARCIA-BERLANGA MARTI (DIRECTOR CINEMA);74772;21;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3457803962170458, 39.455871410554515], ""type"": ""Point""}";39.455871410554515, -0.3457803962170458
AMADO GRANELL MESADO (MILITAR);74774;21ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.36478395923423934, 39.459086050936584], ""type"": ""Point""}";39.459086050936584, -0.36478395923423934
BERNIA;74775;24;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3727996435277105, 39.45427682648446], ""type"": ""Point""}";39.45427682648446, -0.3727996435277105
CUENCA;74776;72;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.38789618628374223, 39.46482311704041], ""type"": ""Point""}";39.46482311704041, -0.38789618628374223
PERIS BRELL;74777;2ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3477370394051386, 39.46467100879596], ""type"": ""Point""}";39.46467100879596, -0.3477370394051386
ACTOR LLORENS;74778;2ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3553412735013918, 39.46695635878896], ""type"": ""Point""}";39.46695635878896, -0.3553412735013918
SANTANDER;74779;19ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.38941885981278956, 39.454321947589655], ""type"": ""Point""}";39.454321947589655, -0.38941885981278956
ALAMO;74784;5ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3909151426738705, 39.49186223914275], ""type"": ""Point""}";39.49186223914275, -0.3909151426738705
POETA ALTET;74786;14;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3641749673810919, 39.486659665493434], ""type"": ""Point""}";39.486659665493434, -0.3641749673810919
ALCALDE ALBORS;74787;11;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3954001448420965, 39.47240441174178], ""type"": ""Point""}";39.47240441174178, -0.3954001448420965
ALMUDAINA;74791;15;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3829390876574345, 39.45359420561504], ""type"": ""Point""}";39.45359420561504, -0.3829390876574345
DUQUE DE MANDAS;74797;S/N;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3660963904679275, 39.491141968350036], ""type"": ""Point""}";39.491141968350036, -0.3660963904679275
DOCTOR ROYO VILANOVA;74798;4;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3915904331930096, 39.44372119599826], ""type"": ""Point""}";39.44372119599826, -0.3915904331930096
PINTOR STOLZ;74800;44;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.401108262018807, 39.46979071992709], ""type"": ""Point""}";39.46979071992709, -0.401108262018807
PADRE SIMO;74803;23ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.4233577038559325, 39.503885539584026], ""type"": ""Point""}";39.503885539584026, -0.4233577038559325
LEANDRO DE SARALEGUI;74804;6;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3483829753790708, 39.47514573717518], ""type"": ""Point""}";39.47514573717518, -0.3483829753790708
BUEN ORDEN;74814;14;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.38656672794401525, 39.466795861115436], ""type"": ""Point""}";39.466795861115436, -0.38656672794401525
CORTS VALENCIANES;74817;33ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.400134140651437, 39.49072265793196], ""type"": ""Point""}";39.49072265793196, -0.400134140651437
EMILIO BARO;74819;47E;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3612507308621655, 39.48713012701555], ""type"": ""Point""}";39.48713012701555, -0.3612507308621655
VIVER;74822;11;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.36567077899112876, 39.48682461930215], ""type"": ""Point""}";39.48682461930215, -0.36567077899112876
SU-SSA;74825;S/N;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3354626829045033, 39.453545123738664], ""type"": ""Point""}";39.453545123738664, -0.3354626829045033
TORRETA DE MIRAMAR;74826;7ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3627185364648381, 39.4876232665213], ""type"": ""Point""}";39.4876232665213, -0.3627185364648381
VALLE DE LA BALLESTERA;74827;17;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.39506977383662883, 39.48029953084603], ""type"": ""Point""}";39.48029953084603, -0.39506977383662883
ENGUERA;74829;5;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3950353149783265, 39.46723025050062], ""type"": ""Point""}";39.46723025050062, -0.3950353149783265
BLASCO IBArEZ;74830;113;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3444270504254197, 39.47336585650346], ""type"": ""Point""}";39.47336585650346, -0.3444270504254197
JOSE BALLESTER GOZALVO;74831;S/N;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.32468062076666143, 39.47487134298058], ""type"": ""Point""}";39.47487134298058, -0.32468062076666143
BRASIL;74840;16;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.39607827735001383, 39.47112809475469], ""type"": ""Point""}";39.47112809475469, -0.39607827735001383
BLASCO IBArEZ;74846;31ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.35652700729844394, 39.47691632255647], ""type"": ""Point""}";39.47691632255647, -0.35652700729844394
JOSE BENLLIURE;74848;57;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3308840310084005, 39.46518924202223], ""type"": ""Point""}";39.46518924202223, -0.3308840310084005
CONSERVA;74849;1ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3451262234573499, 39.464004564454356], ""type"": ""Point""}";39.464004564454356, -0.3451262234573499
BEHRING;74850;74;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.38739591640642274, 39.443077621543196], ""type"": ""Point""}";39.443077621543196, -0.38739591640642274
JOAQUIN BALLESTER;74851;9;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3863105688991487, 39.484457744201706], ""type"": ""Point""}";39.484457744201706, -0.3863105688991487
PRIMADO REIG;74860;67;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.36848064877269504, 39.4882092795008], ""type"": ""Point""}";39.4882092795008, -0.36848064877269504
HERNAN CORTES;74862;10;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3714353286390051, 39.46824176408278], ""type"": ""Point""}";39.46824176408278, -0.3714353286390051
AYORA;74864;17;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3924741665631126, 39.46581876946761], ""type"": ""Point""}";39.46581876946761, -0.3924741665631126
PARRA;74868;6ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3963293299706595, 39.48306705031819], ""type"": ""Point""}";39.48306705031819, -0.3963293299706595
JACOMART;74871;18ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3762278254182997, 39.49683950888066], ""type"": ""Point""}";39.49683950888066, -0.3762278254182997
AZAGADOR DE ALBORAYA;74872;14;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.362044404021952, 39.48861437708571], ""type"": ""Point""}";39.48861437708571, -0.362044404021952
GONZALO RAMIRO PEDRER;74873;4;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3790177601514538, 39.48957328161367], ""type"": ""Point""}";39.48957328161367, -0.3790177601514538
FRANCIA;74876;51;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3465431483179234, 39.45927493637737], ""type"": ""Point""}";39.45927493637737, -0.3465431483179234
MARIA LLACER;74879;22ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3837685245884674, 39.46952710987836], ""type"": ""Point""}";39.46952710987836, -0.3837685245884674
JOSEP SOLER CARNICER (ESCRIPTOR);74880;3;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3347628869378241, 39.45111857671347], ""type"": ""Point""}";39.45111857671347, -0.3347628869378241
DUQUE DE GAETA;74881;1ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.350124392088802, 39.465393811557675], ""type"": ""Point""}";39.465393811557675, -0.350124392088802
PADRE RICO;74882;13;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.38903172845531314, 39.47191885304827], ""type"": ""Point""}";39.47191885304827, -0.38903172845531314
VALLE DE AYORA;74884;1;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.39785355924081445, 39.49129655772941], ""type"": ""Point""}";39.49129655772941, -0.39785355924081445
CRISOSTOMO MARTINEZ;74892;42;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.4227510045021182, 39.49990558025882], ""type"": ""Point""}";39.49990558025882, -0.4227510045021182
HUMANISTA FURIO;74894;21;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.34467390218845384, 39.468910768847], ""type"": ""Point""}";39.468910768847, -0.34467390218845384
