Carrer / Calle;OBJECTID;Número Finca;created_user;created_date;last_edited_user;last_edited_date;geo_shape;geo_point_2d
CISCAR;75233;15;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3659489788572457, 39.46682435642343], ""type"": ""Point""}";39.46682435642343, -0.3659489788572457
CONDE DE ALTEA;75235;46;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3653617741496566, 39.4670885071274], ""type"": ""Point""}";39.4670885071274, -0.3653617741496566
ISLAS CANARIAS;75236;S/N;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3482698590618582, 39.464361608894656], ""type"": ""Point""}";39.464361608894656, -0.3482698590618582
ERNESTO ANASTASIO;75243;80;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.333791022258775, 39.46643118082684], ""type"": ""Point""}";39.46643118082684, -0.333791022258775
FONTANARES;75248;9;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3911753287560762, 39.45714117172719], ""type"": ""Point""}";39.45714117172719, -0.3911753287560762
BLASCO IBArEZ;75251;118;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.347210842004787, 39.473544246343224], ""type"": ""Point""}";39.473544246343224, -0.347210842004787
POETA MAS Y ROS;75254;16;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3503995403319048, 39.470976581768845], ""type"": ""Point""}";39.470976581768845, -0.3503995403319048
CIUDAD DE MULA;75257;7;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3547790291998434, 39.47454365505035], ""type"": ""Point""}";39.47454365505035, -0.3547790291998434
IGNACIO ZULOAGA;75258;30;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.335894353310072, 39.44741979865378], ""type"": ""Point""}";39.44741979865378, -0.335894353310072
SAGUNTO;75259;113;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.37527206670990704, 39.487457180877456], ""type"": ""Point""}";39.487457180877456, -0.37527206670990704
PINTOR GENARO LAHUERTA;75261;13;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3692276293873194, 39.48164954024534], ""type"": ""Point""}";39.48164954024534, -0.3692276293873194
MESTRE RACIONAL;75264;3;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.36384556563122095, 39.46308519471913], ""type"": ""Point""}";39.46308519471913, -0.36384556563122095
MESTRE RACIONAL;75265;12;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3626156908782714, 39.46358646675535], ""type"": ""Point""}";39.46358646675535, -0.3626156908782714
HISTORIADOR DIAGO;75266;9;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3841612163188268, 39.467276287827204], ""type"": ""Point""}";39.467276287827204, -0.3841612163188268
NOGUERA;75269;1ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.34157556210975526, 39.46240328567553], ""type"": ""Point""}";39.46240328567553, -0.34157556210975526
PEDAGOGO PESTALOZZI;75276;1;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.36541808572681506, 39.457714325309695], ""type"": ""Point""}";39.457714325309695, -0.36541808572681506
REINA;75281;6;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3757178633236752, 39.47390658029218], ""type"": ""Point""}";39.47390658029218, -0.3757178633236752
GASPAR AGUILAR;75285;57ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3908942168783869, 39.455449587620585], ""type"": ""Point""}";39.455449587620585, -0.3908942168783869
MASTIL;75291;7;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.2772151029455744, 39.2795480379102], ""type"": ""Point""}";39.2795480379102, -0.2772151029455744
SAN JOSE DE LA MONTAaA;75293;9;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3928375480071358, 39.47441446289318], ""type"": ""Point""}";39.47441446289318, -0.3928375480071358
DEMOCRACIA;75294;1;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.39562031237844886, 39.474144057493], ""type"": ""Point""}";39.474144057493, -0.39562031237844886
DEMOCRACIA;75295;53;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.40050035710808024, 39.47329985509716], ""type"": ""Point""}";39.47329985509716, -0.40050035710808024
ARZOBISPO FABIAN Y FUERO;75299;24;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3814964347919331, 39.484066511605874], ""type"": ""Point""}";39.484066511605874, -0.3814964347919331
RICARDO MICO;75301;3;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.38728208377835793, 39.48113577014003], ""type"": ""Point""}";39.48113577014003, -0.38728208377835793
PEREZ GALDOS;75302;98;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3925303503708073, 39.47053701333914], ""type"": ""Point""}";39.47053701333914, -0.3925303503708073
TORRENTE;75303;16ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.4017174553880864, 39.46181016037358], ""type"": ""Point""}";39.46181016037358, -0.4017174553880864
VALLADOLID;75304;27;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.35848976590247816, 39.48889435125168], ""type"": ""Point""}";39.48889435125168, -0.35848976590247816
DOCTOR LLUCH;75306;73;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.32851523770515667, 39.46668673813319], ""type"": ""Point""}";39.46668673813319, -0.32851523770515667
DOCTOR LLUCH;75307;77ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.32849882720218415, 39.466800924957006], ""type"": ""Point""}";39.466800924957006, -0.32849882720218415
REYES PROSPER;75310;7;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.36022064109178936, 39.47293789194277], ""type"": ""Point""}";39.47293789194277, -0.36022064109178936
ALCALDE CANO COLOMA;75314;8;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3364595984063149, 39.4657268023899], ""type"": ""Point""}";39.4657268023899, -0.3364595984063149
REAL DE MADRID;75315;59;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3917994985023952, 39.43237529352848], ""type"": ""Point""}";39.43237529352848, -0.3917994985023952
HUMANISTA MARINER;75316;35ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3952320365047164, 39.45928059990054], ""type"": ""Point""}";39.45928059990054, -0.3952320365047164
FELIPE VALLS;75321;54;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.4199369702300641, 39.50314140924821], ""type"": ""Point""}";39.50314140924821, -0.4199369702300641
VISITACION;75323;10;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3770287384300358, 39.48364205452556], ""type"": ""Point""}";39.48364205452556, -0.3770287384300358
JOAQUIN BENLLOCH;75325;41;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3755401188710354, 39.45219321111065], ""type"": ""Point""}";39.45219321111065, -0.3755401188710354
(Sin Asignar);75326;(Sin Asignar);GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3640530324040133, 39.46609490758728], ""type"": ""Point""}";39.46609490758728, -0.3640530324040133
SALAMANCA;75328;43;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.36352664604529916, 39.46527600502271], ""type"": ""Point""}";39.46527600502271, -0.36352664604529916
JOSE ANDREU ALABARTA;75330;35;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.40373869677577806, 39.45250132372253], ""type"": ""Point""}";39.45250132372253, -0.40373869677577806
CARTEROS;75331;70;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.389201802785935, 39.44954136098281], ""type"": ""Point""}";39.44954136098281, -0.389201802785935
ESCULTOR SALZILLO;75334;11;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.4096581930373482, 39.465656795035514], ""type"": ""Point""}";39.465656795035514, -0.4096581930373482
POBLA DE FARNALS;75336;15;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3534857805755645, 39.470085573745386], ""type"": ""Point""}";39.470085573745386, -0.3534857805755645
MENENDEZ Y PELAYO;75337;9;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.36225789728337765, 39.479830628409914], ""type"": ""Point""}";39.479830628409914, -0.36225789728337765
HISTORIADOR DIAGO;75338;28;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.38580341159908904, 39.46665668674013], ""type"": ""Point""}";39.46665668674013, -0.38580341159908904
ISABEL LA CATOLICA;75343;8;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.37057521424395545, 39.468928568481054], ""type"": ""Point""}";39.468928568481054, -0.37057521424395545
ISABEL LA CATOLICA;75344;16dup;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.37004866543497245, 39.46817342828885], ""type"": ""Point""}";39.46817342828885, -0.37004866543497245
ISAAC PERAL;74537;20;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.33909984758789113, 39.45971190828668], ""type"": ""Point""}";39.45971190828668, -0.33909984758789113
ISLA CABRERA;74538;35;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3790016058657382, 39.44908841483806], ""type"": ""Point""}";39.44908841483806, -0.3790016058657382
SE-ERA;74540;24;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3628991184237423, 39.45785745225788], ""type"": ""Point""}";39.45785745225788, -0.3628991184237423
PINTOR MAELLA;74548;3;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.34631504535313107, 39.463511992105715], ""type"": ""Point""}";39.463511992105715, -0.34631504535313107
RUBEN DARIO;74552;7;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3530708230276833, 39.4774456222512], ""type"": ""Point""}";39.4774456222512, -0.3530708230276833
PUERTO;74555;29;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3570677919113936, 39.46731151120922], ""type"": ""Point""}";39.46731151120922, -0.3570677919113936
MISTRAL;74560;18;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.35806910899404354, 39.48489937001753], ""type"": ""Point""}";39.48489937001753, -0.35806910899404354
BILBAO;74568;61;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.37129361589576115, 39.48984607999041], ""type"": ""Point""}";39.48984607999041, -0.37129361589576115
CATALU;74572;12ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.35421805253184613, 39.47860103221919], ""type"": ""Point""}";39.47860103221919, -0.35421805253184613
PRINCIPAL;74582;75;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.36338217863655425, 39.4302638921145], ""type"": ""Point""}";39.4302638921145, -0.36338217863655425
MAESTRO ASENSI;74587;7;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.39534810422486144, 39.471490741827196], ""type"": ""Point""}";39.471490741827196, -0.39534810422486144
NEPTUNO;74588;2;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3235556346991703, 39.463221633390674], ""type"": ""Point""}";39.463221633390674, -0.3235556346991703
LORENZO SALOM;74595;6;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.38594761338687894, 39.45769865846258], ""type"": ""Point""}";39.45769865846258, -0.38594761338687894
REAL DE MADRID;74596;S/N;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3926973809505377, 39.430092058157854], ""type"": ""Point""}";39.430092058157854, -0.3926973809505377
ANTONIO SUAREZ;74597;2;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.357702476958495, 39.46764766503667], ""type"": ""Point""}";39.46764766503667, -0.357702476958495
JUAN DE CELAYA;74598;12;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.385798860335269, 39.45167100921364], ""type"": ""Point""}";39.45167100921364, -0.385798860335269
PADRE VICAS;74602;95;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.36894960128959486, 39.49593386606167], ""type"": ""Point""}";39.49593386606167, -0.36894960128959486
MARTIN EL HUMANO;74605;17;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.39094718254901395, 39.47075782655517], ""type"": ""Point""}";39.47075782655517, -0.39094718254901395
RAMON ASENSIO;74607;8ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3585345238855055, 39.482151235583174], ""type"": ""Point""}";39.482151235583174, -0.3585345238855055
JERONIMA GALES (IMPRESSORA);74608;30ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3905566461785622, 39.453169908330665], ""type"": ""Point""}";39.453169908330665, -0.3905566461785622
VILLA DE MURO;74615;5;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.36171414496095583, 39.483878992983094], ""type"": ""Point""}";39.483878992983094, -0.36171414496095583
MARTI GRAJALES;74618;13;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3333281326604153, 39.468667808187895], ""type"": ""Point""}";39.468667808187895, -0.3333281326604153
MONCADA;74619;57ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.378820334321845, 39.49133934093598], ""type"": ""Point""}";39.49133934093598, -0.378820334321845
LITERATO GABRIEL MIRO;74620;52ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.39151645018926956, 39.47179977298021], ""type"": ""Point""}";39.47179977298021, -0.39151645018926956
ALEMANIA;74623;4;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.36182160682524733, 39.481065654188626], ""type"": ""Point""}";39.481065654188626, -0.36182160682524733
GIORGETA;74629;46;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3830363655944234, 39.45690422934139], ""type"": ""Point""}";39.45690422934139, -0.3830363655944234
VALLADOLID;74630;32;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3593274244130785, 39.48881501545094], ""type"": ""Point""}";39.48881501545094, -0.3593274244130785
REAL DE GANDIA;74632;1;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3548182904021889, 39.48486814120718], ""type"": ""Point""}";39.48486814120718, -0.3548182904021889
ARQUITECTO RODRIGUEZ;74637;60ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3671779212554519, 39.49563513789551], ""type"": ""Point""}";39.49563513789551, -0.3671779212554519
JUAN DE GARAY;74639;46;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3946335813540216, 39.45463528205887], ""type"": ""Point""}";39.45463528205887, -0.3946335813540216
FELIP MARIA GARIN;74642;1ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3594962101306313, 39.468163431851565], ""type"": ""Point""}";39.468163431851565, -0.3594962101306313
HEROE ROMEU;74647;2;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3884777565639614, 39.46924635489248], ""type"": ""Point""}";39.46924635489248, -0.3884777565639614
RODRIGUEZ DE CEPEDA;74649;30;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.35283946704410313, 39.46850135493505], ""type"": ""Point""}";39.46850135493505, -0.35283946704410313
CASTELL DE POP;74650;28ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3337693149538917, 39.44818273239022], ""type"": ""Point""}";39.44818273239022, -0.3337693149538917
AMADO GRANELL MESADO (MILITAR);74651;33;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3639674098191534, 39.457931353025124], ""type"": ""Point""}";39.457931353025124, -0.3639674098191534
DOCTOR WAKSMAN;74652;52;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.36930871178007246, 39.455394952493684], ""type"": ""Point""}";39.455394952493684, -0.36930871178007246
MALAGA;74653;31ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3825004158044368, 39.48465179320903], ""type"": ""Point""}";39.48465179320903, -0.3825004158044368
DOCTOR VICENTE ZARAGOZA;74655;42;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.36014739774139026, 39.484084294913366], ""type"": ""Point""}";39.484084294913366, -0.36014739774139026
FRANCISCO DE BELLVIS;74656;16ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.34027832289536813, 39.464744951513644], ""type"": ""Point""}";39.464744951513644, -0.34027832289536813
JOSE SOTO MICO;74663;34ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3891483284512187, 39.43964966241248], ""type"": ""Point""}";39.43964966241248, -0.3891483284512187
ARCHIDUQUE CARLOS;74669;105ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3987961022676177, 39.46126717204143], ""type"": ""Point""}";39.46126717204143, -0.3987961022676177
JUAN XXIII;74670;20;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.38261825588324855, 39.49208211764246], ""type"": ""Point""}";39.49208211764246, -0.38261825588324855
PECHINA;74671;4;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3853280632439442, 39.47913545092803], ""type"": ""Point""}";39.47913545092803, -0.3853280632439442
GOYA;74672;7;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3982740450852458, 39.473330896683834], ""type"": ""Point""}";39.473330896683834, -0.3982740450852458
FRANCISCO CLIMENT;74673;16;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3866851822746988, 39.45536126566573], ""type"": ""Point""}";39.45536126566573, -0.3866851822746988
ARCHENA;74679;15;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.4065403197511676, 39.47139888968906], ""type"": ""Point""}";39.47139888968906, -0.4065403197511676
POETA ALBEROLA;74685;4;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.39310380715570237, 39.46922784323447], ""type"": ""Point""}";39.46922784323447, -0.39310380715570237
VERA;74686;S/N;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3586504013086828, 39.48107489062569], ""type"": ""Point""}";39.48107489062569, -0.3586504013086828
MARQUES DE SAN JUAN;74691;25;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.39726894931371903, 39.4778183403702], ""type"": ""Point""}";39.4778183403702, -0.39726894931371903
ISLA CABRERA;74693;47;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.37749910218801513, 39.44890680514039], ""type"": ""Point""}";39.44890680514039, -0.37749910218801513
REINA;74695;233;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.32808680345139346, 39.47296489180856], ""type"": ""Point""}";39.47296489180856, -0.32808680345139346
REINA;74696;222;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3280910014595857, 39.47211580774058], ""type"": ""Point""}";39.47211580774058, -0.3280910014595857
BARRACA;74697;85;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.32953010818841183, 39.46685033883306], ""type"": ""Point""}";39.46685033883306, -0.32953010818841183
REINA;74698;68dup;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3288994137468272, 39.466650038892006], ""type"": ""Point""}";39.466650038892006, -0.3288994137468272
JUAN RAMON JIMENEZ;74699;42;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3744291902164105, 39.45244253765768], ""type"": ""Point""}";39.45244253765768, -0.3744291902164105
CONDE DE ALTEA;74702;30;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.36694438415686725, 39.46642334750913], ""type"": ""Point""}";39.46642334750913, -0.36694438415686725
NAVARRO REVERTER;74703;20;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3662058663957965, 39.47091023027609], ""type"": ""Point""}";39.47091023027609, -0.3662058663957965
NAVARRO REVERTER;74704;6;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3671513853225758, 39.471375185202625], ""type"": ""Point""}";39.471375185202625, -0.3671513853225758
DOCTOR NICASIO BENLLOCH;74705;8;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.38912479540593947, 39.48763823363809], ""type"": ""Point""}";39.48763823363809, -0.38912479540593947
CID;74707;58;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3975527559384158, 39.46862746309628], ""type"": ""Point""}";39.46862746309628, -0.3975527559384158
EMILIO BARO;74708;57;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3610127586183716, 39.48761316827244], ""type"": ""Point""}";39.48761316827244, -0.3610127586183716
SIETE AGUAS;74710;2;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3406110786251709, 39.462141865389796], ""type"": ""Point""}";39.462141865389796, -0.3406110786251709
LEBON;74711;2ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.35024549180846587, 39.46473372573003], ""type"": ""Point""}";39.46473372573003, -0.35024549180846587
AMADO GRANELL MESADO (MILITAR);74714;20;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.36551897617627566, 39.4595536860955], ""type"": ""Point""}";39.4595536860955, -0.36551897617627566
LLANERA DE RANES;74719;26;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3894045275100994, 39.453412580103496], ""type"": ""Point""}";39.453412580103496, -0.3894045275100994
ESCALANTE;74721;158;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.33094420450688494, 39.46766087410009], ""type"": ""Point""}";39.46766087410009, -0.33094420450688494
AGUSTIN SALES;74724;13ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3883678042164915, 39.45558257961031], ""type"": ""Point""}";39.45558257961031, -0.3883678042164915
SAN JUAN BOSCO;74725;82;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.37052615107779785, 39.495520693801836], ""type"": ""Point""}";39.495520693801836, -0.37052615107779785
JOSE FAUS;74726;1;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3542878837167256, 39.46617731174197], ""type"": ""Point""}";39.46617731174197, -0.3542878837167256
SAN JUAN BOSCO;74729;68ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.37107815264420835, 39.4946824604481], ""type"": ""Point""}";39.4946824604481, -0.37107815264420835
PADRE VICENT;74730;5ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.372499067655496, 39.45707757315755], ""type"": ""Point""}";39.45707757315755, -0.372499067655496
CHIVA;74734;16;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.39029665335157815, 39.465181850327994], ""type"": ""Point""}";39.465181850327994, -0.39029665335157815
