gid;Número Placa;Cod. Via / Cod. Vía;Portal;Data Alta / Fecha Alta;objectid;Nombre Places / Numero Plazas;Cod. Activitat / Cod. Actividad;Carrer / Calle;NUM_PLAZAS_TRIB;METROS_AUT ;geo_shape;geo_point_2d
97963;X004484;56580;3;19950105;;0;RE;CARRER PERE JOAN NUNYES 3;35;4.0;"{""coordinates"": [-0.3516255004837932, 39.47387399962764], ""type"": ""Point""}";39.47387399962764, -0.3516255004837932
97964;X004483;40710;14;19950103;;3;RE;CARRER MARINA 14;3;3.0;"{""coordinates"": [-0.33053850010439734, 39.472542000197585], ""type"": ""Point""}";39.472542000197585, -0.33053850010439734
97967;X004487;34620;14;19941128;;3;RE;CARRER GRAN CANÀRIA 14;3;3.5;"{""coordinates"": [-0.3291592680067794, 39.48224947345466], ""type"": ""Point""}";39.48224947345466, -0.3291592680067794
97972;X004492;930;17;19941006;;0;RE;CAMÍ ALABAU 17;5;3.5;"{""coordinates"": [-0.3730792703573865, 39.43261524047454], ""type"": ""Point""}";39.43261524047454, -0.3730792703573865
97973;X004489;81172;7;19941223;;46;RE;CARRER ARQUITECTE SEGURA DE LAGO 7;46;3.5;"{""coordinates"": [-0.40394699968495806, 39.45529800023129], ""type"": ""Point""}";39.45529800023129, -0.40394699968495806
97980;X004500;44460;31;19941128;;0;RE;CARRETERA MALILLA 31;3;3.0;"{""coordinates"": [-0.378558000555224, 39.45205799987501], ""type"": ""Point""}";39.45205799987501, -0.378558000555224
97982;X004504;8250;5;19941229;;0;RE;AVINGUDA BALEARS 5;172;3.0;"{""coordinates"": [-0.3569624995187695, 39.4638750000439], ""type"": ""Point""}";39.4638750000439, -0.3569624995187695
97986;X004506;81158;3;19950123;;0;CO;CARRER RIOJA 3;7;4.0;"{""coordinates"": [-0.37553081202218147, 39.49827552284109], ""type"": ""Point""}";39.49827552284109, -0.37553081202218147
97991;X004514;24360;44;19950209;;4;RE;CARRER DOCTOR LLUCH 44;4;3.0;"{""coordinates"": [-0.3284325004414908, 39.4658190003103], ""type"": ""Point""}";39.4658190003103, -0.3284325004414908
97994;X004518;28680;46;19941220;;5;RE;CARRER ESPADÀ 46;5;3.5;"{""coordinates"": [-0.3293175517713173, 39.47159623266186], ""type"": ""Point""}";39.47159623266186, -0.3293175517713173
97995;X004516;26850;7;19950216;;0;RE;CARRER EMILI MARÍ 7;11;3.0;"{""coordinates"": [-0.394253999795596, 39.493952999545044], ""type"": ""Point""}";39.493952999545044, -0.394253999795596
98001;X004522;61860;51;19950224;;0;CO;CARRER PUERTO RICO 51;3;3.0;"{""coordinates"": [-0.3777299994615891, 39.46038299988533], ""type"": ""Point""}";39.46038299988533, -0.3777299994615891
98003;X004525;62670;13;19950216;;0;RE;GRAN VIA RAMÓN Y CAJAL 13;5;6.0;"{""coordinates"": [-0.3811275005555534, 39.46435199992887], ""type"": ""Point""}";39.46435199992887, -0.3811275005555534
98014;X004538;56430;57;19941229;;0;RE;CARRER PERE ALEIXANDRE 57;24;3.5;"{""coordinates"": [-0.35987849992165466, 39.459564000057206], ""type"": ""Point""}";39.459564000057206, -0.35987849992165466
98016;X004545;57630;54;19950316;;0;RE;AVINGUDA PERIS I VALERO 54;70;3.0;"{""coordinates"": [-0.3731310000820115, 39.45784499982042], ""type"": ""Point""}";39.45784499982042, -0.3731310000820115
98017;X004540;45960;19;19950124;;0;RE;CARRER MARQUÉS DE BELLET 19;1;3.0;"{""coordinates"": [-0.3862709996877087, 39.4541729996505], ""type"": ""Point""}";39.4541729996505, -0.3862709996877087
98023;X004552;81100;8;19950302;;0;RE;CARRER REBOLLAR 8;3;3.0;"{""coordinates"": [-0.3842330066149131, 39.48662388719331], ""type"": ""Point""}";39.48662388719331, -0.3842330066149131
98027;X004553;65130;30;19960513;;0;RE;CARRER RODRIGO PERTEGÁS 30;111;3.0;"{""coordinates"": [-0.342661500504658, 39.461175000235045], ""type"": ""Point""}";39.461175000235045, -0.342661500504658
98032;X004557;69330;160;19941227;;0;RE;CARRER SANT VICENT MÀRTIR 160;26;3.0;"{""coordinates"": [-0.38261699944070143, 39.461912999870876], ""type"": ""Point""}";39.461912999870876, -0.38261699944070143
98034;X004567;42390;12;19950308;;3;RE;AVINGUDA PINARS 12;4;3.0;"{""coordinates"": [-0.3325770000021909, 39.38307300003848], ""type"": ""Point""}";39.38307300003848, -0.3325770000021909
98037;X004559;35640;59;19950228;;0;RE;CARRER MARE DE DÉU DE LA CABEÇA 59;12;3.0;"{""coordinates"": [-0.39957750057520114, 39.46201199985025], ""type"": ""Point""}";39.46201199985025, -0.39957750057520114
98038;X004569;30480;4;19950320;;0;RE;CARRER FLORESTA 4;16;4.5;"{""coordinates"": [-0.34932149965397685, 39.46538700013543], ""type"": ""Point""}";39.46538700013543, -0.34932149965397685
98039;X004570;72030;8;19950404;;197;RE;CARRER SUECA 8;197;4.0;"{""coordinates"": [-0.376375500178981, 39.463082999757965], ""type"": ""Point""}";39.463082999757965, -0.376375500178981
98041;X004571;48600;12;19950321;;0;RE;CARRER MINYANA 12;1;3.0;"{""coordinates"": [-0.3733477299548364, 39.47123276622496], ""type"": ""Point""}";39.47123276622496, -0.3733477299548364
98043;X004572;39660;13;19950330;;3;RE;CARRER JUAN CASTELLÓ 13;3;3.0;"{""coordinates"": [-0.37657350037970194, 39.490830000116276], ""type"": ""Point""}";39.490830000116276, -0.37657350037970194
98044;X004573;58260;15;19950201;;0;RE;TRAVESSERA PINEDO A LA MAR 15;3;3.0;"{""coordinates"": [-0.3393990005449903, 39.42128699993479], ""type"": ""Point""}";39.42128699993479, -0.3393990005449903
98046;X004574;61440;21;19950331;;0;RE;CARRER MAJOR DEL CASTELLAR 21;4;3.0;"{""coordinates"": [-0.3626190003406162, 39.432275999912854], ""type"": ""Point""}";39.432275999912854, -0.3626190003406162
98050;X004578;44160;1;19950104;;0;RE;CARRER MESTRE PALAU 1;19;3.0;"{""coordinates"": [-0.38469424540644814, 39.471444389918766], ""type"": ""Point""}";39.471444389918766, -0.38469424540644814
98052;X004583;64140;11;19950330;;0;RE;CARRER RIBA-ROJA 11;10;3.5;"{""coordinates"": [-0.39721500040045465, 39.48292799959798], ""type"": ""Point""}";39.48292799959798, -0.39721500040045465
98054;X004584;37710;50;19950320;;0;RE;CARRER JACOMART 50;8;3.5;"{""coordinates"": [-0.37890449976935986, 39.49636500004651], ""type"": ""Point""}";39.49636500004651, -0.37890449976935986
98055;X002996;6330;7;19871229;;0;CO;CARRER ARCHENA 7;8;3.0;"{""coordinates"": [-0.4059990002374988, 39.471245999882086], ""type"": ""Point""}";39.471245999882086, -0.4059990002374988
98062;X003003;65640;35;19870622;;0;RE;CARRER ROSERS 35;11;4.0;"{""coordinates"": [-0.3875122687253805, 39.49092351566799], ""type"": ""Point""}";39.49092351566799, -0.3875122687253805
98066;X003004;48780;65;19871229;;0;RE;CARRER MISTRAL 65;24;3.0;"{""coordinates"": [-0.3576149997502835, 39.48778800016879], ""type"": ""Point""}";39.48778800016879, -0.3576149997502835
98072;X003013;38580;23;19880311;;0;RE;CARRER JORGE JUAN 23;24;3.0;"{""coordinates"": [-0.3684735004908877, 39.468122999890156], ""type"": ""Point""}";39.468122999890156, -0.3684735004908877
98077;X003020;25710;2;19880301;;0;RE;CARRER DONOSO CORTÉS 2;7;3.0;"{""coordinates"": [-0.3707774996777091, 39.46228200042441], ""type"": ""Point""}";39.46228200042441, -0.3707774996777091
98080;X003024;78030;13;19880316;;0;RE;CARRER SAPADORS 13;13;3.0;"{""coordinates"": [-0.36848700056424616, 39.45844799959223], ""type"": ""Point""}";39.45844799959223, -0.36848700056424616
98082;X003026;73620;7;19880316;;0;RE;CARRER TRAMUNTANA 7;3;3.4;"{""coordinates"": [-0.3845664679544344, 39.48788679670545], ""type"": ""Point""}";39.48788679670545, -0.3845664679544344
98083;X003027;13890;104;19870608;;0;RE;CARRER CAMPOS CRESPO 104;3;3.0;"{""coordinates"": [-0.4034069999285816, 39.45055500041877], ""type"": ""Point""}";39.45055500041877, -0.4034069999285816
98090;X003389;12540;163;19901126;;4;RE;AVINGUDA BURJASSOT 163;4;3.0;"{""coordinates"": [-0.3931425000638988, 39.49196399974339], ""type"": ""Point""}";39.49196399974339, -0.3931425000638988
98093;X003392;57300;17;19901203;;20;RE;AVINGUDA PÉREZ GALDÓS 17;20;3.0;"{""coordinates"": [-0.38820599954906887, 39.46365900000158], ""type"": ""Point""}";39.46365900000158, -0.38820599954906887
98096;X003399;81272;5;19901213;;13;RE;CARRER RAMON ASENSIO 5;13;3.2;"{""coordinates"": [-0.35882999943281907, 39.48210000039755], ""type"": ""Point""}";39.48210000039755, -0.35882999943281907
98097;X003401;42930;2;19901228;;47;RE;CARRER LUIS JANINI 2;22;3.0;"{""coordinates"": [-0.4046894998939642, 39.53976299966936], ""type"": ""Point""}";39.53976299966936, -0.4046894998939642
98098;X003401;42930;2;19901228;;47;RE;CARRER LUIS JANINI 2;22;3.0;"{""coordinates"": [-0.4046894998939642, 39.53976299966936], ""type"": ""Point""}";39.53976299966936, -0.4046894998939642
98102;X003404;45630;30;19901228;;4;RE;CARRER MARIÀ CUBER 30;4;3.1;"{""coordinates"": [-0.33312600008909277, 39.46382999968716], ""type"": ""Point""}";39.46382999968716, -0.33312600008909277
98105;X003408;59610;31;19910114;;25;RE;AVINGUDA PLATA 31;25;3.3;"{""coordinates"": [-0.36954450015600226, 39.454262999557145], ""type"": ""Point""}";39.454262999557145, -0.36954450015600226
98107;X003407;20700;7;19910114;;11;RE;CARRER COOPERATIVA DE SANT FERRAN 7;11;3.0;"{""coordinates"": [-0.3853079999565668, 39.45752099997205], ""type"": ""Point""}";39.45752099997205, -0.3853079999565668
98112;X003414;19350;13;19910114;;19;RE;CARRER COLÓN 13;19;3.0;"{""coordinates"": [-0.37340550018505075, 39.46829399988476], ""type"": ""Point""}";39.46829399988476, -0.37340550018505075
98114;X003418;42930;10;19910114;;3;RE;CARRER LUIS JANINI 10;3;3.9;"{""coordinates"": [-0.4043339998945538, 39.53993399978198], ""type"": ""Point""}";39.53993399978198, -0.4043339998945538
98118;X003415;16530;4;19910114;;4;RE;ENTRADOR CASA DE LA RASO 4;4;3.0;"{""coordinates"": [-0.33733350001039303, 39.421116000414365], ""type"": ""Point""}";39.421116000414365, -0.33733350001039303
98119;X003425;59490;53;19910315;;74;RE;AVINGUDA PIUS XII 53;74;5.0;"{""coordinates"": [-0.3934752756635724, 39.48198253972205], ""type"": ""Point""}";39.48198253972205, -0.3934752756635724
98121;X003422;14730;105;20040617;;38;CO;AVINGUDA CARDENAL BENLLOCH 105;38;6.0;"{""coordinates"": [-0.3530295000290349, 39.47457599977667], ""type"": ""Point""}";39.47457599977667, -0.3530295000290349
98123;X003433;45180;15;19880606;;62;RE;AVINGUDA MARCONI 15;62;9.0;"{""coordinates"": [-0.41442431581915085, 39.46808298890507], ""type"": ""Point""}";39.46808298890507, -0.41442431581915085
98127;X003431;12540;228;19910423;;3;RE;AVINGUDA BURJASSOT 228;3;3.0;"{""coordinates"": [-0.3954870005126102, 39.49453800019603], ""type"": ""Point""}";39.49453800019603, -0.3954870005126102
98131;X003440;24420;73;19910430;;11;RE;CARRER DOCTOR MANUEL CANDELA 73;11;3.0;"{""coordinates"": [-0.3486195001552506, 39.472623000200976], ""type"": ""Point""}";39.472623000200976, -0.3486195001552506
98135;X003446;57630;62;19910503;;13;RE;AVINGUDA PERIS I VALERO 62;13;3.0;"{""coordinates"": [-0.37223550009548145, 39.45822300007014], ""type"": ""Point""}";39.45822300007014, -0.37223550009548145
98136;X003447;18540;60;19910503;;0;RE;CARRER CIRIL AMORÓS 60;76;4.5;"{""coordinates"": [-0.36986739035560345, 39.46802100054958], ""type"": ""Point""}";39.46802100054958, -0.36986739035560345
98141;X003453;21420;12;19910503;;30;RE;CARRER CREVILLENT 12;30;3.6;"{""coordinates"": [-0.33933599991665797, 39.46968000026405], ""type"": ""Point""}";39.46968000026405, -0.33933599991665797
98148;X003461;35100;66;19910503;;25;RE;CARRER GUILLEM DE CASTRO 66;25;5.0;"{""coordinates"": [-0.3837374996156672, 39.474171000212664], ""type"": ""Point""}";39.474171000212664, -0.3837374996156672
98152;X003462;51090;22;19861128;;90;CO;CARRER MÚÑIZ Y HERNÁNDEZ DE ALBA 22;89;3.0;"{""coordinates"": [-0.3463109996089311, 39.46600799972073], ""type"": ""Point""}";39.46600799972073, -0.3463109996089311
98155;X003473;45840;2;19910520;;3;RE;CARRER MARÍ VILLAMIL 2;3;3.0;"{""coordinates"": [-0.33841573573254485, 39.42218019563558], ""type"": ""Point""}";39.42218019563558, -0.33841573573254485
98160;X003476;8940;13;19910520;;3;RE;CARRER BARÓ DE SAN PETRILLO 13;3;3.0;"{""coordinates"": [-0.36055799984240244, 39.485214000115306], ""type"": ""Point""}";39.485214000115306, -0.36055799984240244
98163;X003480;73920;90;19910520;;86;RE;AVINGUDA TRES CREUS 90;86;5.5;"{""coordinates"": [-0.4011255003295934, 39.4551449999195], ""type"": ""Point""}";39.4551449999195, -0.4011255003295934
98165;X003484;25440;8;19910603;;20;RE;CARRER DOMÉNEC GÓMEZ 8;20;5.0;"{""coordinates"": [-0.37911149987161735, 39.493269000092766], ""type"": ""Point""}";39.493269000092766, -0.37911149987161735
98172;X003490;38400;79;19910604;;20;RE;CARRER JOAQUIM BENLLOCH 79;20;3.0;"{""coordinates"": [-0.37344599990738386, 39.449295000207165], ""type"": ""Point""}";39.449295000207165, -0.37344599990738386
98173;X003491;57960;47;19920305;;36;CO;CAMÍ NOU PICANYA 47;18;5.0;"{""coordinates"": [-0.4058864997810944, 39.45479399970673], ""type"": ""Point""}";39.45479399970673, -0.4058864997810944
98177;X003494;40170;30;19910620;;14;RE;CARRER JUAN RAMON JIMÉNEZ 30;14;3.0;"{""coordinates"": [-0.3752685000388209, 39.45349799993809], ""type"": ""Point""}";39.45349799993809, -0.3752685000388209
98178;X003499;41640;21;19910704;;19;RE;CARRER LINARES 21;19;4.0;"{""coordinates"": [-0.3940919995426266, 39.46840200026579], ""type"": ""Point""}";39.46840200026579, -0.3940919995426266
98179;X003465;65880;6;19910503;;29;RE;CARRER RUBÉN DARÍO 6;29;3.0;"{""coordinates"": [-0.35271225779144094, 39.477968289677335], ""type"": ""Point""}";39.477968289677335, -0.35271225779144094
98186;X003502;22650;17;19910704;;13;RE;CARRER XILE 17;13;3.0;"{""coordinates"": [-0.3555450002335313, 39.47121899969793], ""type"": ""Point""}";39.47121899969793, -0.3555450002335313
98189;X003503;61590;4;19910704;;243;CO;CARRER PROFESSOR BELTRÁN BÁGUENA 4;230;4.0;"{""coordinates"": [-0.3892229998772658, 39.480975000046755], ""type"": ""Point""}";39.480975000046755, -0.3892229998772658
98196;X003512;10980;9;19910723;;1;RE;CARRER BERNAT I BALDOVÍ 9;3;3.0;"{""coordinates"": [-0.36507600009715946, 39.48008400011205], ""type"": ""Point""}";39.48008400011205, -0.36507600009715946
98197;X003508;81360;3;20040701;;75;RE;PLAÇA POETA VICENTE GAOS 3;75;3.0;"{""coordinates"": [-0.3492225002908214, 39.47711399998979], ""type"": ""Point""}";39.47711399998979, -0.3492225002908214
98198;X003508;81360;3;20220908;;75;RE;PLAÇA POETA VICENTE GAOS 3;75;4.0;"{""coordinates"": [-0.3492225002908214, 39.47711399998979], ""type"": ""Point""}";39.47711399998979, -0.3492225002908214
98199;X003514;72030;40;19970506;;15;RE;CARRER SUECA 40;15;3.0;"{""coordinates"": [-0.37485899989785487, 39.46091399998018], ""type"": ""Point""}";39.46091399998018, -0.37485899989785487
98201;X003513;70620;122;19910723;;21;RE;CARRER SANTS JUST I PASTOR 122;21;3.0;"{""coordinates"": [-0.34094250006956445, 39.46743900027399], ""type"": ""Point""}";39.46743900027399, -0.34094250006956445
98207;X003529;28290;12;19910913;;7;RE;CARRERA ESCRIVÀ 12;7;3.0;"{""coordinates"": [-0.38504700027483063, 39.45801599957642], ""type"": ""Point""}";39.45801599957642, -0.38504700027483063
98208;X003531;11040;11;19910913;;3;RE;CARRER BERNI I CATALÀ 11;3;3.8;"{""coordinates"": [-0.37524149985017524, 39.494403000031255], ""type"": ""Point""}";39.494403000031255, -0.37524149985017524
98211;X003535;12540;87;19910913;;21;RE;AVINGUDA BURJASSOT 87;21;3.0;"{""coordinates"": [-0.3889575001502685, 39.48794099962532], ""type"": ""Point""}";39.48794099962532, -0.3889575001502685
98215;X003538;81184;28;19910913;;3;RE;CARRER ALGAR DE PALÀNCIA 28;3;3.0;"{""coordinates"": [-0.38975400047329534, 39.432554999795144], ""type"": ""Point""}";39.432554999795144, -0.38975400047329534
98216;X003541;72060;4;19910916;;32;RE;AVINGUDA SUÈCIA 4;32;3.0;"{""coordinates"": [-0.35953650054863334, 39.473541000151776], ""type"": ""Point""}";39.473541000151776, -0.35953650054863334
98218;X003539;540;31;19920227;;3;RE;CARRER ACTOR LLORENS 31;3;3.0;"{""coordinates"": [-0.3545775003689155, 39.46878899972217], ""type"": ""Point""}";39.46878899972217, -0.3545775003689155
98219;X003544;28020;2;19910913;;218;CO;CARRER ERNEST FERRER 2;218;3.5;"{""coordinates"": [-0.3557628881919113, 39.471913010407775], ""type"": ""Point""}";39.471913010407775, -0.3557628881919113
98225;X003550;40650;22;19910913;;172;RE;CARRER GUÀRDIA CIVIL 22;172;3.0;"{""coordinates"": [-0.3561885005146732, 39.480830999885555], ""type"": ""Point""}";39.480830999885555, -0.3561885005146732
98227;X003557;28560;31;19770101;;0;CO;CARRER ESCULTOR PIQUER 31;2;2.7;"{""coordinates"": [-0.37714949999486186, 39.49193699996987], ""type"": ""Point""}";39.49193699996987, -0.37714949999486186
98228;X003559;25380;40;19911023;;16;RE;CARRER DOLORES MARQUÉS 40;16;5.0;"{""coordinates"": [-0.3619214995445123, 39.48815699958505], ""type"": ""Point""}";39.48815699958505, -0.3619214995445123
98230;X003562;28440;7;19770101;;5;CO;CARRER ESCULTOR FREDERIC SIURANA 7;5;3.0;"{""coordinates"": [-0.3642300000423287, 39.4290089997676], ""type"": ""Point""}";39.4290089997676, -0.3642300000423287
98231;X003564;2760;5;19911023;;7;RE;CARRER ÀNIMES 5;7;4.0;"{""coordinates"": [-0.37833659127286523, 39.469177777867195], ""type"": ""Point""}";39.469177777867195, -0.37833659127286523
98233;X003567;42990;30;19911023;;18;RE;CARRER LLUÍS LAMARCA 30;18;3.2;"{""coordinates"": [-0.4009770004626899, 39.47104800008583], ""type"": ""Point""}";39.47104800008583, -0.4009770004626899
98235;X003563;59070;14;19911023;;46;RE;CARRER PINTOR PEIRÓ 14;46;4.2;"{""coordinates"": [-0.3638700002490055, 39.47524200006579], ""type"": ""Point""}";39.47524200006579, -0.3638700002490055
98237;X003571;41260;11;19870518;;108;RE;PLAÇA LEGIÓ ESPANYOLA 11;108;4.0;"{""coordinates"": [-0.36609299953880975, 39.47827500006978], ""type"": ""Point""}";39.47827500006978, -0.36609299953880975
98238;X003569;40170;29;19911111;;21;RE;CARRER JUAN RAMON JIMÉNEZ 29;21;4.0;"{""coordinates"": [-0.3756914999228011, 39.45455999968333], ""type"": ""Point""}";39.45455999968333, -0.3756914999228011
98240;X003575;59610;20;19770101;;64;CO;AVINGUDA PLATA 20;64;4.1;"{""coordinates"": [-0.36795600031535775, 39.454415999760485], ""type"": ""Point""}";39.454415999760485, -0.36795600031535775
98242;X003576;56340;48;19911210;;30;RE;PASSEIG PETXINA 48;30;3.0;"{""coordinates"": [-0.39699900055590054, 39.47454899981426], ""type"": ""Point""}";39.47454899981426, -0.39699900055590054
98244;X003578;81233;21;19911210;;21;RE;CARRER ESCULTOR ALFONS GABINO 21;21;3.0;"{""coordinates"": [-0.34614000015304386, 39.47476499987045], ""type"": ""Point""}";39.47476499987045, -0.34614000015304386
98248;X003581;48570;6;19910913;;8;CO;CARRER MINISTRE LUIS MAYANS 6;8;3.0;"{""coordinates"": [-0.37229399993706597, 39.48456600000186], ""type"": ""Point""}";39.48456600000186, -0.37229399993706597
98250;X003586;28290;12;19770101;;5;CO;CARRERA ESCRIVÀ 12;5;3.4;"{""coordinates"": [-0.38504700027483063, 39.45801599957642], ""type"": ""Point""}";39.45801599957642, -0.38504700027483063
98251;X003032;41640;11;19870911;;0;RE;CARRER LINARES 11;13;3.5;"{""coordinates"": [-0.39334050012524335, 39.468563999696904], ""type"": ""Point""}";39.468563999696904, -0.39334050012524335
98252;X003033;37050;45;19930917;;16;RE;CARRER INDÚSTRIA 45;16;3.0;"{""coordinates"": [-0.34235550026728956, 39.46701599982947], ""type"": ""Point""}";39.46701599982947, -0.34235550026728956
98260;X003040;55560;87;19880322;;0;RE;CARRER PALLETER 87;9;3.0;"{""coordinates"": [-0.3898935004213829, 39.47388300003787], ""type"": ""Point""}";39.47388300003787, -0.3898935004213829
98261;X003041;24420;21;19920327;;54;RE;CARRER DOCTOR MANUEL CANDELA 21;54;3.0;"{""coordinates"": [-0.35084250003648304, 39.46718699963845], ""type"": ""Point""}";39.46718699963845, -0.35084250003648304
98264;X003048;81307;16;19880405;;49;RE;PLAÇA DIPUTAT LLUÍS LUCIA 16;49;3.2;"{""coordinates"": [-0.3947804995743516, 39.479823000373365], ""type"": ""Point""}";39.479823000373365, -0.3947804995743516
98265;X003050;51300;37;19880406;;24;RE;CARRER MURTA 37;24;3.0;"{""coordinates"": [-0.3564816298185888, 39.485962644075016], ""type"": ""Point""}";39.485962644075016, -0.3564816298185888
