gid;Número Placa;Cod. Via / Cod. Vía;Portal;Data Alta / Fecha Alta;objectid;Nombre Places / Numero Plazas;Cod. Activitat / Cod. Actividad;Carrer / Calle;NUM_PLAZAS_TRIB;METROS_AUT ;geo_shape;geo_point_2d
97570;X003987;37080;17;19931013;;29;RE;CARRER ENGINYER AUBÁN 17;29;3.7;"{""coordinates"": [-0.420637205472265, 39.499797799168746], ""type"": ""Point""}";39.499797799168746, -0.420637205472265
97571;X003991;43230;23;19770101;;0;RE;CARRER LUZ CASANOVA 23;20;3.0;"{""coordinates"": [-0.3730454998397679, 39.489479999892815], ""type"": ""Point""}";39.489479999892815, -0.3730454998397679
97572;X003994;30300;1;19930608;;0;RE;CARRER FINLÀNDIA 1;6;2.2;"{""coordinates"": [-0.35953358583078654, 39.47196216758074], ""type"": ""Point""}";39.47196216758074, -0.35953358583078654
97576;X004185;10650;2;19940217;;16;RE;CARRER BENIOPA 2;46;3.8;"{""coordinates"": [-0.3357460209224309, 39.47135664029416], ""type"": ""Point""}";39.47135664029416, -0.3357460209224309
97578;X003990;3420;2;19930608;;57;RE;CARRER ALQUERIA DE BENLLOCH 2;57;3.0;"{""coordinates"": [-0.3984822527275517, 39.4612163046737], ""type"": ""Point""}";39.4612163046737, -0.3984822527275517
97579;X004185;10650;2;19940217;;16;RE;CARRER BENIOPA 2;46;3.8;"{""coordinates"": [-0.3357460209224309, 39.47135664029416], ""type"": ""Point""}";39.47135664029416, -0.3357460209224309
97601;X004214;9840;4;19940301;;0;RE;CARRER BENAGUASIL 4;3;3.1;"{""coordinates"": [-0.397025999669256, 39.49339499962591], ""type"": ""Point""}";39.49339499962591, -0.397025999669256
97602;X004211;57420;70;19940408;;0;RE;CARRER PERIODISTA GIL SUMBIELA 70;3;3.0;"{""coordinates"": [-0.3897990005796433, 39.49332300002225], ""type"": ""Point""}";39.49332300002225, -0.3897990005796433
97604;X004206;81386;8;19940307;;0;RE;PLAÇA MESTRE VICENT BALLESTER FANDOS 8;25;3.2;"{""coordinates"": [-0.3590154447489301, 39.45457372571224], ""type"": ""Point""}";39.45457372571224, -0.3590154447489301
97605;X004587;41430;18;19770101;;0;RE;CARRER LLEIDA 18;3;3.5;"{""coordinates"": [-0.3768819265509397, 39.483717373630206], ""type"": ""Point""}";39.483717373630206, -0.3768819265509397
97606;X004218;25440;13;19940310;;24;RE;CARRER DOMÉNEC GÓMEZ 13;24;4.0;"{""coordinates"": [-0.3805401955319151, 39.49287151860981], ""type"": ""Point""}";39.49287151860981, -0.3805401955319151
97614;X004603;24870;17;19990817;;225;RE;CARRER DOCTOR SANCHIS SIVERA 17;225;3.0;"{""coordinates"": [-0.3866265000071622, 39.468671999935296], ""type"": ""Point""}";39.468671999935296, -0.3866265000071622
97627;X004615;23670;36;19970307;;0;RE;CARRER DÉNIA 36;5;3.0;"{""coordinates"": [-0.37532250001641354, 39.46299300037256], ""type"": ""Point""}";39.46299300037256, -0.37532250001641354
97631;X004620;81348;3;19950512;;45;RE;CARRER HISTORIADOR CLAUDIO SÁNCHEZ ALBORNOZ 3;45;3.0;"{""coordinates"": [-0.3524940004798401, 39.476844000144645], ""type"": ""Point""}";39.476844000144645, -0.3524940004798401
97634;X004623;35130;19;19950515;;0;RE;CARRER GUILLEM ESCRIVÀ 19;3;3.0;"{""coordinates"": [-0.3285989996886776, 39.48036300010585], ""type"": ""Point""}";39.48036300010585, -0.3285989996886776
97635;X004622;58860;22;19950510;;0;RE;CARRER PINTOR MATARANA 22;3;3.0;"{""coordinates"": [-0.391999500065478, 39.49381799985024], ""type"": ""Point""}";39.49381799985024, -0.391999500065478
97637;X004625;43380;18;19950320;;0;RE;CARRER PLA DE LA SAÏDIA 18;50;4.0;"{""coordinates"": [-0.3810464995283203, 39.48304500022275], ""type"": ""Point""}";39.48304500022275, -0.3810464995283203
97640;X004628;18390;23;19950320;;0;RE;AVINGUDA CID 23;141;6.0;"{""coordinates"": [-0.3935520004752036, 39.46741199964642], ""type"": ""Point""}";39.46741199964642, -0.3935520004752036
97642;X004630;59910;25;19770101;;0;RE;CARRER PLUS ULTRA 25;4;3.0;"{""coordinates"": [-0.3729960004703196, 39.455019000116366], ""type"": ""Point""}";39.455019000116366, -0.3729960004703196
97643;X004632;75000;2;19950510;;0;RE;CARRER VENEÇUELA 2;3;3.0;"{""coordinates"": [-0.38877800440632443, 39.45559169732609], ""type"": ""Point""}";39.45559169732609, -0.38877800440632443
97650;X004638;57300;40;19941125;;0;RE;AVINGUDA PÉREZ GALDÓS 40;35;3.0;"{""coordinates"": [-0.3886334994576055, 39.46527000028856], ""type"": ""Point""}";39.46527000028856, -0.3886334994576055
97653;X004642;61080;2;19950524;;3;RE;CARRER PORTALET 2;4;3.0;"{""coordinates"": [-0.3911939996671367, 39.49277400002947], ""type"": ""Point""}";39.49277400002947, -0.3911939996671367
97654;X004643;18570;27;19950320;;0;RE;CARRER CISCAR 27;18;3.0;"{""coordinates"": [-0.365449500269533, 39.465944999871304], ""type"": ""Point""}";39.465944999871304, -0.365449500269533
97656;X004641;43830;3;19950316;;5;RE;CARRER MESTRE ALBERTO LUZ 3;5;4.0;"{""coordinates"": [-0.419552999567559, 39.50285399987654], ""type"": ""Point""}";39.50285399987654, -0.419552999567559
97658;X004646;660;42;19950404;;0;RE;CARRER ADOR 42;3;3.0;"{""coordinates"": [-0.36211050057367206, 39.43041300009876], ""type"": ""Point""}";39.43041300009876, -0.36211050057367206
97660;X004649;38940;44;19950523;;3;RE;CARRER JOSÉ GROLLO 44;3;3.0;"{""coordinates"": [-0.39175649994849815, 39.492711000064986], ""type"": ""Point""}";39.492711000064986, -0.39175649994849815
97665;X004653;13140;23;19950412;;0;RE;CARRER CALAMOCHA 23;19;3.0;"{""coordinates"": [-0.3904245003210555, 39.46328999965769], ""type"": ""Point""}";39.46328999965769, -0.3904245003210555
97670;X004657;2400;32;19850227;;0;CO;AVINGUDA CAMPANAR 32;459;3.0;"{""coordinates"": [-0.3922380001116088, 39.48335099963353], ""type"": ""Point""}";39.48335099963353, -0.3922380001116088
97671;X004655;51840;4;19930602;;7;CO;CARRER MÚSIC PENELLA 4;7;3.0;"{""coordinates"": [-0.39288600004965657, 39.45197700038135], ""type"": ""Point""}";39.45197700038135, -0.39288600004965657
97672;X004657;2400;32;19950706;;0;CO;AVINGUDA CAMPANAR 32;459;3.0;"{""coordinates"": [-0.3922380001116088, 39.48335099963353], ""type"": ""Point""}";39.48335099963353, -0.3922380001116088
97675;X004658;900;68;19770101;;0;CO;AVINGUDA BLASCO IBÁÑEZ 68;17;3.0;"{""coordinates"": [-0.3536729995299585, 39.47517000010496], ""type"": ""Point""}";39.47517000010496, -0.3536729995299585
97683;X004667;56740;22;19950612;;0;CO;CARRER PERE DE VALÈNCIA 22;2;3.0;"{""coordinates"": [-0.33655049945925997, 39.4685099998396], ""type"": ""Point""}";39.4685099998396, -0.33655049945925997
97684;X004669;5040;8;19950609;;0;RE;CARRER ÁLVARO DE BAZÁN 8;16;7.0;"{""coordinates"": [-0.3633615004573217, 39.48126299957046], ""type"": ""Point""}";39.48126299957046, -0.3633615004573217
97686;X004670;31650;22;19950809;;0;RE;CARRER FRA PERE VIVES 22;73;3.0;"{""coordinates"": [-0.3723300001340834, 39.48659099976227], ""type"": ""Point""}";39.48659099976227, -0.3723300001340834
97688;X004672;81441;1;19950515;;0;RE;CARRER POETESSA LEONOR PERALES 1;14;3.0;"{""coordinates"": [-0.3630374995130825, 39.42835199988037], ""type"": ""Point""}";39.42835199988037, -0.3630374995130825
97692;X004680;32460;18;19950525;;3;RE;CARRER GARBÍ 18;3;3.0;"{""coordinates"": [-0.395594999938701, 39.4919369997887], ""type"": ""Point""}";39.4919369997887, -0.395594999938701
97694;X004682;75120;14;19950512;;0;RE;PASSAGE VENTURA FELIU 14;27;3.5;"{""coordinates"": [-0.38349449961975945, 39.462444000391365], ""type"": ""Point""}";39.462444000391365, -0.38349449961975945
97695;X004684;8700;12;19950619;;4;RE;CARRER BARX 12;3;3.0;"{""coordinates"": [-0.3916170004438904, 39.493466999723466], ""type"": ""Point""}";39.493466999723466, -0.3916170004438904
97698;X004685;37470;139;19950706;;0;CO;CARRER ILLES CANÀRIES 139;1;4.0;"{""coordinates"": [-0.3487630366209904, 39.46446302164062], ""type"": ""Point""}";39.46446302164062, -0.3487630366209904
97699;X004686;57480;7;19950706;;0;RE;CARRER PERIODISTA MATOSES 7;3;3.5;"{""coordinates"": [-0.3644819998501287, 39.42419399987766], ""type"": ""Point""}";39.42419399987766, -0.3644819998501287
97702;X004689;81129;6;19950615;;0;RE;PLAÇA ÀVILA 6;3;3.0;"{""coordinates"": [-0.36954992412485865, 39.48138141391259], ""type"": ""Point""}";39.48138141391259, -0.36954992412485865
97703;X004691;18540;17;19950510;;64;RE;CARRER CIRIL AMORÓS 17;64;6.0;"{""coordinates"": [-0.3731894994624362, 39.466691999573875], ""type"": ""Point""}";39.466691999573875, -0.3731894994624362
97704;X004694;31440;5;19950420;;131;RE;CARRER SANT JACINT CASTANYEDA 5;124;3.0;"{""coordinates"": [-0.3625515003421718, 39.45973499973401], ""type"": ""Point""}";39.45973499973401, -0.3625515003421718
97708;X004692;7830;6;19950515;;21;RE;CARRER ASSAGADOR DE LES MONGES 6;21;3.0;"{""coordinates"": [-0.39212550037461413, 39.46082400036022], ""type"": ""Point""}";39.46082400036022, -0.39212550037461413
97709;X004696;70530;89;19950214;;3;RE;CARRER SANT DOMÉNEC SAVIO 89;3;3.0;"{""coordinates"": [-0.3752248257245078, 39.4954276073556], ""type"": ""Point""}";39.4954276073556, -0.3752248257245078
97711;X004701;15390;54;19950619;;47;RE;CARRER CARTERS 54;47;3.0;"{""coordinates"": [-0.3890564999121648, 39.451419000284766], ""type"": ""Point""}";39.451419000284766, -0.3890564999121648
97712;X004699;81193;19;19950502;;107;RE;CARRER NICOLAU PRIMITIU GÓMEZ SERRANO 19;103;3.0;"{""coordinates"": [-0.40264199948964113, 39.455640000282294], ""type"": ""Point""}";39.455640000282294, -0.40264199948964113
97717;X004704;56700;46;19950510;;48;RE;CARRER PERE PATRICI MEY 46;48;4.0;"{""coordinates"": [-0.3789134999557946, 39.49222499973828], ""type"": ""Point""}";39.49222499973828, -0.3789134999557946
97719;X004705;81307;17;19950420;;44;RE;PLAÇA DIPUTAT LLUÍS LUCIA 17;44;3.5;"{""coordinates"": [-0.39484799947200705, 39.47968800043063], ""type"": ""Point""}";39.47968800043063, -0.39484799947200705
97720;X004710;40200;31;19950612;;20;RE;AVINGUDA JOAN XXIII 31;20;3.0;"{""coordinates"": [-0.3833415003288026, 39.4927650000438], ""type"": ""Point""}";39.4927650000438, -0.3833415003288026
97728;X004721;51210;46;19950824;;0;RE;CARRER MURILLO 46;3;4.0;"{""coordinates"": [-0.3833820000112719, 39.47548499988205], ""type"": ""Point""}";39.47548499988205, -0.3833820000112719
97731;X004726;73620;3;19950428;;5;RE;CARRER TRAMUNTANA 3;5;3.0;"{""coordinates"": [-0.38454299961897537, 39.4874820000441], ""type"": ""Point""}";39.4874820000441, -0.38454299961897537
97733;X004725;24540;3;19950515;;0;RE;CARRER DOCTOR MOLINER 3;23;3.5;"{""coordinates"": [-0.363077999549241, 39.47593499960302], ""type"": ""Point""}";39.47593499960302, -0.363077999549241
97734;X004727;81489;4;19950529;;0;RE;CARRER SARSET 4;97;6.0;"{""coordinates"": [-0.35756099943825986, 39.49271099983602], ""type"": ""Point""}";39.49271099983602, -0.35756099943825986
97735;X004730;57630;50;20010716;;6;CO;AVINGUDA PERIS I VALERO 50;7;3.0;"{""coordinates"": [-0.3735494996460044, 39.45767400003479], ""type"": ""Point""}";39.45767400003479, -0.3735494996460044
97736;X004728;81486;7;19950525;;0;RE;CARRER VILA D'ALCORA 7;58;3.0;"{""coordinates"": [-0.35730449987979995, 39.49216200028604], ""type"": ""Point""}";39.49216200028604, -0.35730449987979995
97738;X004735;38130;18;19950920;;86;RE;CARRER OLIVERETA 18;78;4.0;"{""coordinates"": [-0.3962969999610706, 39.473073000312155], ""type"": ""Point""}";39.473073000312155, -0.3962969999610706
97739;X004735;38130;18;19950920;;86;RE;CARRER OLIVERETA 18;78;4.0;"{""coordinates"": [-0.3962969999610706, 39.473073000312155], ""type"": ""Point""}";39.473073000312155, -0.3962969999610706
97745;X004733;68220;24;19950724;;3;RE;CARRER SANT JOSEP DE LA VEGA 24;3;3.0;"{""coordinates"": [-0.33487134419987397, 39.462830785274036], ""type"": ""Point""}";39.462830785274036, -0.33487134419987397
97753;X004750;59670;45;19950801;;48;RE;CARRER PLÀTANS 45;48;4.5;"{""coordinates"": [-0.38829149997873047, 39.49263000035895], ""type"": ""Point""}";39.49263000035895, -0.38829149997873047
97755;X004751;13920;28;19770101;;2;RE;CAMÍ CANAL 28;2;3.0;"{""coordinates"": [-0.38270699986212486, 39.46756500013862], ""type"": ""Point""}";39.46756500013862, -0.38270699986212486
97761;X004757;32880;253;19950619;;27;RE;AVINGUDA GAVINES 253;27;3.0;"{""coordinates"": [-0.28147949988305515, 39.284585999948156], ""type"": ""Point""}";39.284585999948156, -0.28147949988305515
97765;X004763;51600;40;19950627;;0;RE;CARRER MÚSIC CHAPÍ 40;2;3.0;"{""coordinates"": [-0.3659129999020818, 39.443571000003125], ""type"": ""Point""}";39.443571000003125, -0.3659129999020818
97769;X004769;31080;4;19950824;;0;RE;CARRER FRANCESC CLIMENT 4;34;5.0;"{""coordinates"": [-0.386415000116362, 39.45625200023539], ""type"": ""Point""}";39.45625200023539, -0.386415000116362
97775;X004227;62670;59;19940406;;0;RE;GRAN VIA RAMÓN Y CAJAL 59;101;3.5;"{""coordinates"": [-0.3840030001892597, 39.468365999708695], ""type"": ""Point""}";39.468365999708695, -0.3840030001892597
97776;X004228;53010;3;19940421;;3;RE;PLAÇA NOVA DE L'ESGLÉSIA 3;3;3.5;"{""coordinates"": [-0.39096000002093745, 39.492162000397514], ""type"": ""Point""}";39.492162000397514, -0.39096000002093745
97777;X004232;38940;117;19940421;;0;RE;CARRER JOSÉ GROLLO 117;26;3.0;"{""coordinates"": [-0.39344850008996113, 39.49384499974596], ""type"": ""Point""}";39.49384499974596, -0.39344850008996113
97779;X004234;25380;36;19940421;;21;RE;CARRER DOLORES MARQUÉS 36;21;3.0;"{""coordinates"": [-0.3616638795896528, 39.48891524049554], ""type"": ""Point""}";39.48891524049554, -0.3616638795896528
97782;X004237;73620;8;19940421;;0;RE;CARRER TRAMUNTANA 8;7;3.0;"{""coordinates"": [-0.38449349999417776, 39.487976999768634], ""type"": ""Point""}";39.487976999768634, -0.38449349999417776
97784;X004236;81214;13;19940421;;0;RE;CARRER DOCTOR PÉREZ FELIU 13;53;3.0;"{""coordinates"": [-0.40233599961856364, 39.46032900023535], ""type"": ""Point""}";39.46032900023535, -0.40233599961856364
97785;X004239;43050;32;19940421;;0;RE;CARRER LLUÍS OLIAG 32;29;3.0;"{""coordinates"": [-0.36483072622704804, 39.46021705376934], ""type"": ""Point""}";39.46021705376934, -0.36483072622704804
97790;X004248;67230;16;20030403;;3;RE;CARRER HIGINIO NOJA (PROFESSOR) 16;3;4.0;"{""coordinates"": [-0.34628400028301576, 39.46190399982884], ""type"": ""Point""}";39.46190399982884, -0.34628400028301576
97795;X004259;33060;45;19940610;;10;RE;CARRER JERÓNIMA GALÉS (IMPRESSORA) 45;10;3.0;"{""coordinates"": [-0.39112650027859486, 39.45194100010423], ""type"": ""Point""}";39.45194100010423, -0.39112650027859486
97799;X004264;35490;22;19940610;;30;RE;CARRER GERMANS RIVAS 22;30;3.5;"{""coordinates"": [-0.3965624999232596, 39.46854599993625], ""type"": ""Point""}";39.46854599993625, -0.3965624999232596
97806;X004272;74910;12;19931230;;0;CO;CARRER VELÁZQUEZ 12;9;3.0;"{""coordinates"": [-0.4017284994946, 39.4730460003632], ""type"": ""Point""}";39.4730460003632, -0.4017284994946
97809;X004274;33840;28;19940610;;5;RE;CARRER GIMÉNEZ I COSTA 28;5;3.0;"{""coordinates"": [-0.38926799950430063, 39.43403099969321], ""type"": ""Point""}";39.43403099969321, -0.38926799950430063
97813;X004280;40050;28;19940610;;0;RE;CARRER JOAN MERCADER 28;3;3.0;"{""coordinates"": [-0.3339674998928907, 39.4701479998539], ""type"": ""Point""}";39.4701479998539, -0.3339674998928907
97816;X004282;70860;3;19940610;;0;RE;CARRER ANTIGA SENDA D'EN SENENT 3;23;3.6;"{""coordinates"": [-0.3582090002811043, 39.466331999728176], ""type"": ""Point""}";39.466331999728176, -0.3582090002811043
97818;X004290;45390;21;19950517;;38;RE;CARRER MARIA AUXILIADORA 21;38;3.0;"{""coordinates"": [-0.3750704995478617, 39.496122000234756], ""type"": ""Point""}";39.496122000234756, -0.3750704995478617
97822;X004297;44730;25;19940708;;3;RE;CARRER MANUEL ANDRÉS 25;3;3.0;"{""coordinates"": [-0.33376950014295237, 39.44710799998068], ""type"": ""Point""}";39.44710799998068, -0.33376950014295237
97826;X004304;18570;41;19940708;;76;RE;CARRER CISCAR 41;76;3.2;"{""coordinates"": [-0.36470699962622666, 39.46484699985673], ""type"": ""Point""}";39.46484699985673, -0.36470699962622666
97827;X004305;5430;18;19940708;;1;RE;CARRER ANDRÉS MANCEBO 18;1;3.0;"{""coordinates"": [-0.355405500521499, 39.46537799962705], ""type"": ""Point""}";39.46537799962705, -0.355405500521499
97829;X004307;40110;32;19940711;;8;RE;CARRER JOAN PIÑOL 32;8;3.0;"{""coordinates"": [-0.37860055195996406, 39.4970889631068], ""type"": ""Point""}";39.4970889631068, -0.37860055195996406
97831;X004301;74730;40;19940708;;41;RE;CARRER VALL DE LA BALLESTERA 40;41;3.0;"{""coordinates"": [-0.40033350038226373, 39.4787880003567], ""type"": ""Point""}";39.4787880003567, -0.40033350038226373
97832;X004308;38400;22;19940718;;0;RE;CARRER JOAQUIM BENLLOCH 22;37;3.0;"{""coordinates"": [-0.37463435840776194, 39.45069572841349], ""type"": ""Point""}";39.45069572841349, -0.37463435840776194
97835;X004311;81193;12;19940810;;71;RE;CARRER NICOLAU PRIMITIU GÓMEZ SERRANO 12;71;3.0;"{""coordinates"": [-0.40304699947705686, 39.45578400035703], ""type"": ""Point""}";39.45578400035703, -0.40304699947705686
97836;X004309;6720;6;19940727;;3;RE;CARRER ARQUITECTE JUAN PÉREZ 6;3;3.0;"{""coordinates"": [-0.3764520004718544, 39.49522200032064], ""type"": ""Point""}";39.49522200032064, -0.3764520004718544
97839;X004323;81298;7;19940810;;3;RE;CARRER POETES ANÒNIMS 7;3;3.0;"{""coordinates"": [-0.3548250003096755, 39.48727499984504], ""type"": ""Point""}";39.48727499984504, -0.3548250003096755
97840;X004318;55710;44;20050101;;3;RE;CARRER PARC DE NATZARET 44;3;3.0;"{""coordinates"": [-0.3325769996645642, 39.450743999564324], ""type"": ""Point""}";39.450743999564324, -0.3325769996645642
97846;X004330;74280;48;19940810;;3;RE;CARRER TÚRIA 48;3;3.0;"{""coordinates"": [-0.3852944995364575, 39.477186000406924], ""type"": ""Point""}";39.477186000406924, -0.3852944995364575
97848;X004332;12360;12;19940810;;7;RE;CARRER BUEN RETIRO 12;7;3.0;"{""coordinates"": [-0.39277350039727293, 39.49004700028662], ""type"": ""Point""}";39.49004700028662, -0.39277350039727293
97850;X004336;33480;19;19940810;;0;RE;AVINGUDA AMAT GRANELL MESADO (MILITAR) 19;5;3.0;"{""coordinates"": [-0.3648824998651382, 39.459294000189075], ""type"": ""Point""}";39.459294000189075, -0.3648824998651382
97852;X004340;30510;118;19940812;;0;RE;CARRER FLORISTA 118;16;4.0;"{""coordinates"": [-0.39696750004772646, 39.494952000062646], ""type"": ""Point""}";39.494952000062646, -0.39696750004772646
97854;X004343;13890;12;19940812;;0;RE;CARRER CAMPOS CRESPO 12;17;4.0;"{""coordinates"": [-0.39310199978619786, 39.456422999995524], ""type"": ""Point""}";39.456422999995524, -0.39310199978619786
97856;X004349;81506;5;19940810;;0;RE;CARRER ISMAEL MERLO (ACTOR) 5;34;3.5;"{""coordinates"": [-0.3592836649084385, 39.49253239717275], ""type"": ""Point""}";39.49253239717275, -0.3592836649084385
97860;X004352;10650;6;19940810;;0;RE;CARRER BENIOPA 6;14;3.0;"{""coordinates"": [-0.3357460209224309, 39.47135664029416], ""type"": ""Point""}";39.47135664029416, -0.3357460209224309
97861;X004350;75870;19;19940810;;0;RE;CARRER VICENT SANCHO TELLO 19;32;3.5;"{""coordinates"": [-0.35630100010050564, 39.46967100015462], ""type"": ""Point""}";39.46967100015462, -0.35630100010050564
97862;X004344;38820;294;19940810;;0;RE;CARRER JOSEP BENLLIURE 294;3;3.0;"{""coordinates"": [-0.3293775002320049, 39.472875000393344], ""type"": ""Point""}";39.472875000393344, -0.3293775002320049
97869;X004365;54810;27;19940729;;0;RE;CARRER PARE ESTEBAN PERNET 27;42;3.5;"{""coordinates"": [-0.4106025004753672, 39.466980000389576], ""type"": ""Point""}";39.466980000389576, -0.4106025004753672
97870;X004363;20280;37;19940729;;0;CO;CARRER COMTE DE TORREFIEL 37;1;3.0;"{""coordinates"": [-0.3767714996607365, 39.494934000309684], ""type"": ""Point""}";39.494934000309684, -0.3767714996607365
97875;X004376;61620;30;19940729;;0;RE;CARRER PROGRÉS 30;1;3.0;"{""coordinates"": [-0.33055649954083643, 39.46412700001512], ""type"": ""Point""}";39.46412700001512, -0.33055649954083643
97876;X004380;48150;31;19940729;;0;RE;CARRER MISSER RABASSA 31;18;4.0;"{""coordinates"": [-0.3874904995045812, 39.45673799955235], ""type"": ""Point""}";39.45673799955235, -0.3874904995045812
97882;X004386;38940;133;19940729;;3;RE;CARRER JOSÉ GROLLO 133;3;3.0;"{""coordinates"": [-0.3944745003089574, 39.494312999700384], ""type"": ""Point""}";39.494312999700384, -0.3944745003089574
97892;X004391;60420;86;19940729;;0;RE;CARRER POETA MAS I ROS 86;3;3.0;"{""coordinates"": [-0.34301250001257055, 39.468780000330725], ""type"": ""Point""}";39.468780000330725, -0.34301250001257055
97895;X004400;41880;42;19940729;;0;RE;CARRER LITERAT GABRIEL MIRÓ 42;32;3.5;"{""coordinates"": [-0.39029850036393837, 39.47241599999387], ""type"": ""Point""}";39.47241599999387, -0.39029850036393837
97899;X004405;12360;12;19940729;;0;RE;CARRER BUEN RETIRO 12;15;4.5;"{""coordinates"": [-0.39277350039727293, 39.49004700028662], ""type"": ""Point""}";39.49004700028662, -0.39277350039727293
97900;X004404;57300;87;20000523;;0;CO;AVINGUDA PÉREZ GALDÓS 87;61;4.0;"{""coordinates"": [-0.39189150055794586, 39.46912199985422], ""type"": ""Point""}";39.46912199985422, -0.39189150055794586
97901;X004406;71130;12;19941018;;0;CO;CARRER SERRADORA 12;19;4.0;"{""coordinates"": [-0.3360060003563973, 39.4638929996078], ""type"": ""Point""}";39.4638929996078, -0.3360060003563973
97904;X004411;1680;22;19941005;;0;RE;CARRER ALCALDE ALBORS 22;16;4.0;"{""coordinates"": [-0.3961350004662504, 39.47225400014383], ""type"": ""Point""}";39.47225400014383, -0.3961350004662504
97913;X004406;77070;25;19940922;;0;CO;CARRER MARE DE DÉU DEL PUIG 25;19;4.5;"{""coordinates"": [-0.33613229089628427, 39.4626880798022], ""type"": ""Point""}";39.4626880798022, -0.33613229089628427
97914;X004420;40290;12;19941010;;0;RE;CARRER JULIÁN PEÑA 12;13;3.0;"{""coordinates"": [-0.3931019996448894, 39.46807800037323], ""type"": ""Point""}";39.46807800037323, -0.3931019996448894
97918;X004424;59550;11;19941010;;0;RE;CARRER PLANAS 11;4;3.5;"{""coordinates"": [-0.368631000325309, 39.45708900037112], ""type"": ""Point""}";39.45708900037112, -0.368631000325309
97919;X004427;81185;10;20050101;;3;RE;CARRER CORA RAGA 10;3;3.0;"{""coordinates"": [-0.39437550043027036, 39.49581600011935], ""type"": ""Point""}";39.49581600011935, -0.39437550043027036
97921;X004426;31650;22;19950809;;0;RE;CARRER FRA PERE VIVES 22;44;6.0;"{""coordinates"": [-0.3723300001340834, 39.48659099976227], ""type"": ""Point""}";39.48659099976227, -0.3723300001340834
97922;X004423;46770;336;19941007;;0;RE;CARRETERA RIU 336;2;3.0;"{""coordinates"": [-0.34037999988235884, 39.42058499976703], ""type"": ""Point""}";39.42058499976703, -0.34037999988235884
97923;X004430;2910;6;19941010;;0;RE;CARRER REINA 6;3;3.0;"{""coordinates"": [-0.3292424996616091, 39.46380300042981], ""type"": ""Point""}";39.46380300042981, -0.3292424996616091
97925;X004433;18180;15;19991105;;88;RE;CARRER CERAMISTA MATEU 15;88;3.5;"{""coordinates"": [-0.39375900002234854, 39.49013699998852], ""type"": ""Point""}";39.49013699998852, -0.39375900002234854
97928;X004438;24360;287;19941115;;3;RE;CARRER DOCTOR LLUCH 287;3;4.0;"{""coordinates"": [-0.3275955005664797, 39.47344199960982], ""type"": ""Point""}";39.47344199960982, -0.3275955005664797
97930;X004431;77070;1;19941007;;0;RE;CARRER MARE DE DÉU DEL PUIG 1;31;4.0;"{""coordinates"": [-0.33613229089628427, 39.4626880798022], ""type"": ""Point""}";39.4626880798022, -0.33613229089628427
97931;X004439;81338;11;19941104;;0;RE;CARRER PERIODISTA ALFREDO CALDERÓN 11;16;3.0;"{""coordinates"": [-0.3877604999866779, 39.48353999960016], ""type"": ""Point""}";39.48353999960016, -0.3877604999866779
97932;X004442;72810;1;19941104;;0;RE;CARRER TIMONEDA 1;50;4.0;"{""coordinates"": [-0.387328499593308, 39.46968900038638], ""type"": ""Point""}";39.46968900038638, -0.387328499593308
97938;X004450;47490;13;19941006;;0;RE;CARRER METGE ESTEVE 13;41;4.0;"{""coordinates"": [-0.3843314996503351, 39.457089000338485], ""type"": ""Point""}";39.457089000338485, -0.3843314996503351
97939;X004446;18720;14;19770101;;0;RE;CARRER PROFESSOR DOCTOR SEVERO OCHOA 14;15;3.5;"{""coordinates"": [-0.3635459997002631, 39.477770999998704], ""type"": ""Point""}";39.477770999998704, -0.3635459997002631
97941;X004453;39300;22;19941010;;0;RE;CARRER JOAN AGUILÓ 22;36;4.0;"{""coordinates"": [-0.388241999473727, 39.4563600002805], ""type"": ""Point""}";39.4563600002805, -0.388241999473727
97945;X004457;24390;3;19770101;;0;CO;CARRER DOCTOR MACHÍ 3;2;3.0;"{""coordinates"": [-0.38577600018717256, 39.48596099956845], ""type"": ""Point""}";39.48596099956845, -0.38577600018717256
97947;X004458;12660;28;19941128;;5;CO;CARRER CAVALLERS 28;5;4.5;"{""coordinates"": [-0.37904849990675066, 39.476600999981166], ""type"": ""Point""}";39.476600999981166, -0.37904849990675066
97948;X004459;19110;6;19941128;;0;RE;CARRER COFRENTS 6;42;4.0;"{""coordinates"": [-0.36910799958357743, 39.48656399961825], ""type"": ""Point""}";39.48656399961825, -0.36910799958357743
97952;X004462;48300;9;19941125;;0;RE;CARRER MIGUEL SERVET 9;117;7.0;"{""coordinates"": [-0.3935789998300191, 39.48720300037947], ""type"": ""Point""}";39.48720300037947, -0.3935789998300191
97954;X004468;16530;16;19941125;;0;RE;ENTRADOR CASA DE LA RASO 16;4;3.0;"{""coordinates"": [-0.33732450050829943, 39.42055799984305], ""type"": ""Point""}";39.42055799984305, -0.33732450050829943
97956;X004467;39010;31;19941014;;0;RE;CARRER JOSE MARIA HARO (MAGISTRAT) 31;24;3.0;"{""coordinates"": [-0.33830999950847745, 39.469824000043886], ""type"": ""Point""}";39.469824000043886, -0.33830999950847745
97959;X004479;42180;18;19941220;;3;RE;CARRER LLORENÇ SALOM 18;3;3.0;"{""coordinates"": [-0.38615400010686735, 39.45704400015734], ""type"": ""Point""}";39.45704400015734, -0.38615400010686735
