OBJECTID;Nombre Places / Número Plazas;created_user;created_date;last_edited_user;last_edited_date;geo_shape;geo_point_2d
172370;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3695641304824283, 39.49498198720953], ""type"": ""Point""}";39.49498198720953, -0.3695641304824283
172372;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.36963946366442924, 39.49401389982749], ""type"": ""Point""}";39.49401389982749, -0.36963946366442924
172373;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.37013286831661757, 39.49452035204299], ""type"": ""Point""}";39.49452035204299, -0.37013286831661757
172375;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.37301340898568724, 39.49440866300205], ""type"": ""Point""}";39.49440866300205, -0.37301340898568724
172377;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.37258522462870997, 39.49659469571395], ""type"": ""Point""}";39.49659469571395, -0.37258522462870997
172379;2;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.37411308936992527, 39.494578165193765], ""type"": ""Point""}";39.494578165193765, -0.37411308936992527
172380;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3745928684123481, 39.49520879197536], ""type"": ""Point""}";39.49520879197536, -0.3745928684123481
172382;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.37498767571784625, 39.49468903280472], ""type"": ""Point""}";39.49468903280472, -0.37498767571784625
172384;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3752733843106636, 39.4974655469897], ""type"": ""Point""}";39.4974655469897, -0.3752733843106636
172385;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3745942677554028, 39.48158388399782], ""type"": ""Point""}";39.48158388399782, -0.3745942677554028
172387;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.37769475768248906, 39.49872574641799], ""type"": ""Point""}";39.49872574641799, -0.37769475768248906
172394;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.37723476041161647, 39.494476315830696], ""type"": ""Point""}";39.494476315830696, -0.37723476041161647
172399;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3817478433711826, 39.492564044240524], ""type"": ""Point""}";39.492564044240524, -0.3817478433711826
172400;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3772246779494378, 39.49327348959581], ""type"": ""Point""}";39.49327348959581, -0.3772246779494378
172401;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3745433898344863, 39.4931698191872], ""type"": ""Point""}";39.4931698191872, -0.3745433898344863
172402;2;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3809944282061539, 39.49190593714325], ""type"": ""Point""}";39.49190593714325, -0.3809944282061539
172404;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3758901071455945, 39.4931397744515], ""type"": ""Point""}";39.4931397744515, -0.3758901071455945
172405;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.37464556911981534, 39.49215781281715], ""type"": ""Point""}";39.49215781281715, -0.37464556911981534
172409;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3744221335845592, 39.49000312775016], ""type"": ""Point""}";39.49000312775016, -0.3744221335845592
172411;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.37949839546188135, 39.4906546981369], ""type"": ""Point""}";39.4906546981369, -0.37949839546188135
172413;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.37840871091896416, 39.49084480597229], ""type"": ""Point""}";39.49084480597229, -0.37840871091896416
172414;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.37732765694116194, 39.49112682563153], ""type"": ""Point""}";39.49112682563153, -0.37732765694116194
172423;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3791457436408036, 39.48831841685592], ""type"": ""Point""}";39.48831841685592, -0.3791457436408036
172424;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.37981950443318807, 39.48801111542759], ""type"": ""Point""}";39.48801111542759, -0.37981950443318807
172426;4;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3834032953483456, 39.488519834705684], ""type"": ""Point""}";39.488519834705684, -0.3834032953483456
172427;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3753875049555186, 39.4882826138002], ""type"": ""Point""}";39.4882826138002, -0.3753875049555186
172430;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3779020500909791, 39.48799394258807], ""type"": ""Point""}";39.48799394258807, -0.3779020500909791
172432;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3781925828227357, 39.48771393813457], ""type"": ""Point""}";39.48771393813457, -0.3781925828227357
172434;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3798207505924438, 39.48586045909226], ""type"": ""Point""}";39.48586045909226, -0.3798207505924438
172436;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3777775080969082, 39.48544102606106], ""type"": ""Point""}";39.48544102606106, -0.3777775080969082
172438;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3833785081131414, 39.485996798411335], ""type"": ""Point""}";39.485996798411335, -0.3833785081131414
172440;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.38416108666107496, 39.4871170307879], ""type"": ""Point""}";39.4871170307879, -0.38416108666107496
172443;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3861817079525112, 39.48858793477835], ""type"": ""Point""}";39.48858793477835, -0.3861817079525112
172447;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3846532911922113, 39.48645840584897], ""type"": ""Point""}";39.48645840584897, -0.3846532911922113
172450;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.38071248199917596, 39.48394835909853], ""type"": ""Point""}";39.48394835909853, -0.38071248199917596
172455;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.39737576916338835, 39.494337154980556], ""type"": ""Point""}";39.494337154980556, -0.39737576916338835
172466;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3884142674070708, 39.489229218724965], ""type"": ""Point""}";39.489229218724965, -0.3884142674070708
172468;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.38557394420090935, 39.49094448237414], ""type"": ""Point""}";39.49094448237414, -0.38557394420090935
172470;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3891729598620798, 39.49269404008707], ""type"": ""Point""}";39.49269404008707, -0.3891729598620798
172474;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3863021611340627, 39.492369091337125], ""type"": ""Point""}";39.492369091337125, -0.3863021611340627
172477;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3849258238972207, 39.4923014308436], ""type"": ""Point""}";39.4923014308436, -0.3849258238972207
172481;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.39132504453327654, 39.49430400494407], ""type"": ""Point""}";39.49430400494407, -0.39132504453327654
172484;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.39357527666339825, 39.4955137186338], ""type"": ""Point""}";39.4955137186338, -0.39357527666339825
172488;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.4086711822265458, 39.464175114751505], ""type"": ""Point""}";39.464175114751505, -0.4086711822265458
172491;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.41118511257012247, 39.46865203609344], ""type"": ""Point""}";39.46865203609344, -0.41118511257012247
172494;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.4142073684525602, 39.467843426456724], ""type"": ""Point""}";39.467843426456724, -0.4142073684525602
172496;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.41348654366580245, 39.47020599253741], ""type"": ""Point""}";39.47020599253741, -0.41348654366580245
172502;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.40743181426218356, 39.46581706527688], ""type"": ""Point""}";39.46581706527688, -0.40743181426218356
172507;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.40442285743523243, 39.46779870165173], ""type"": ""Point""}";39.46779870165173, -0.40442285743523243
172508;2;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.4068242745291038, 39.47065291617261], ""type"": ""Point""}";39.47065291617261, -0.4068242745291038
172510;2;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.40482209877983744, 39.47059934852608], ""type"": ""Point""}";39.47059934852608, -0.40482209877983744
172512;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3376837139217058, 39.463908328833426], ""type"": ""Point""}";39.463908328833426, -0.3376837139217058
172516;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3391431519956312, 39.4651046934799], ""type"": ""Point""}";39.4651046934799, -0.3391431519956312
172517;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3394800410544003, 39.46520567415682], ""type"": ""Point""}";39.46520567415682, -0.3394800410544003
172519;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.34118746830873803, 39.4656894948266], ""type"": ""Point""}";39.4656894948266, -0.34118746830873803
172520;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3426125675709245, 39.463454929021864], ""type"": ""Point""}";39.463454929021864, -0.3426125675709245
172523;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3434683895938536, 39.4661737534028], ""type"": ""Point""}";39.4661737534028, -0.3434683895938536
172524;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.34557521472151376, 39.46711034766607], ""type"": ""Point""}";39.46711034766607, -0.34557521472151376
172526;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.34676451445490886, 39.46523513573938], ""type"": ""Point""}";39.46523513573938, -0.34676451445490886
172529;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3470454298466999, 39.466555647952774], ""type"": ""Point""}";39.466555647952774, -0.3470454298466999
172532;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.37179626323699133, 39.468757293588176], ""type"": ""Point""}";39.468757293588176, -0.37179626323699133
172533;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.36737469954518004, 39.468600259463685], ""type"": ""Point""}";39.468600259463685, -0.36737469954518004
172536;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.36986966617277667, 39.47007584437132], ""type"": ""Point""}";39.47007584437132, -0.36986966617277667
172537;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3699392244613557, 39.470047356295254], ""type"": ""Point""}";39.470047356295254, -0.3699392244613557
172543;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3632533158880367, 39.47756600139885], ""type"": ""Point""}";39.47756600139885, -0.3632533158880367
172549;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.4036180683485179, 39.469723507130006], ""type"": ""Point""}";39.469723507130006, -0.4036180683485179
172552;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.40255480124975795, 39.46806759852987], ""type"": ""Point""}";39.46806759852987, -0.40255480124975795
172555;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.40023140383651434, 39.46728215604946], ""type"": ""Point""}";39.46728215604946, -0.40023140383651434
172557;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.40071041420597725, 39.467000128612106], ""type"": ""Point""}";39.467000128612106, -0.40071041420597725
172558;2;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.40091607559937487, 39.468267280412874], ""type"": ""Point""}";39.468267280412874, -0.40091607559937487
172559;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.39987806668095477, 39.46843779603784], ""type"": ""Point""}";39.46843779603784, -0.39987806668095477
172560;2;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.39673349064863034, 39.465619804104584], ""type"": ""Point""}";39.465619804104584, -0.39673349064863034
172562;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.40050297475390906, 39.46388498975119], ""type"": ""Point""}";39.46388498975119, -0.40050297475390906
172569;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.39375675320630027, 39.46595742943466], ""type"": ""Point""}";39.46595742943466, -0.39375675320630027
172572;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3940248378851123, 39.46675133513375], ""type"": ""Point""}";39.46675133513375, -0.3940248378851123
172573;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3905494901940521, 39.468232617377566], ""type"": ""Point""}";39.468232617377566, -0.3905494901940521
172574;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.34770035330122406, 39.46770191726495], ""type"": ""Point""}";39.46770191726495, -0.34770035330122406
172576;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.348129133688465, 39.468615650584255], ""type"": ""Point""}";39.468615650584255, -0.348129133688465
172577;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.34605246070033946, 39.46831408823759], ""type"": ""Point""}";39.46831408823759, -0.34605246070033946
172580;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.33336521940818437, 39.46956825380353], ""type"": ""Point""}";39.46956825380353, -0.33336521940818437
172583;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3374925173890544, 39.466070723927345], ""type"": ""Point""}";39.466070723927345, -0.3374925173890544
172592;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.341002849809224, 39.466404971064904], ""type"": ""Point""}";39.466404971064904, -0.341002849809224
172593;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3717271381678888, 39.46689377474789], ""type"": ""Point""}";39.46689377474789, -0.3717271381678888
172598;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3926705628549674, 39.46051939916866], ""type"": ""Point""}";39.46051939916866, -0.3926705628549674
172604;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.36015048128271576, 39.48837089277488], ""type"": ""Point""}";39.48837089277488, -0.36015048128271576
172605;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3591512227518821, 39.487947720346064], ""type"": ""Point""}";39.487947720346064, -0.3591512227518821
172610;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.38519086401404334, 39.46314626927272], ""type"": ""Point""}";39.46314626927272, -0.38519086401404334
172611;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3804111408409766, 39.46278877985968], ""type"": ""Point""}";39.46278877985968, -0.3804111408409766
172622;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.36034856094431805, 39.485772187094454], ""type"": ""Point""}";39.485772187094454, -0.36034856094431805
172623;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.36077578617309713, 39.48560178845812], ""type"": ""Point""}";39.48560178845812, -0.36077578617309713
172624;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3598294961090692, 39.485311010668156], ""type"": ""Point""}";39.485311010668156, -0.3598294961090692
172626;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.35980179941838125, 39.48387508824841], ""type"": ""Point""}";39.48387508824841, -0.35980179941838125
172628;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3588665401347813, 39.48282399816623], ""type"": ""Point""}";39.48282399816623, -0.3588665401347813
172631;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.35934996008060616, 39.48273038420482], ""type"": ""Point""}";39.48273038420482, -0.35934996008060616
172633;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.36275083955450765, 39.48786179483552], ""type"": ""Point""}";39.48786179483552, -0.36275083955450765
172634;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.36347319162012115, 39.4872263136919], ""type"": ""Point""}";39.4872263136919, -0.36347319162012115
172637;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.39514878571640194, 39.460613348045385], ""type"": ""Point""}";39.460613348045385, -0.39514878571640194
172638;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3960708849139192, 39.460003438006105], ""type"": ""Point""}";39.460003438006105, -0.3960708849139192
172642;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3901642294953526, 39.464998592026575], ""type"": ""Point""}";39.464998592026575, -0.3901642294953526
172644;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.38887936685153174, 39.46341285344421], ""type"": ""Point""}";39.46341285344421, -0.38887936685153174
172645;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.38986372610304193, 39.46614028790093], ""type"": ""Point""}";39.46614028790093, -0.38986372610304193
172646;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3894863442110004, 39.462714873141536], ""type"": ""Point""}";39.462714873141536, -0.3894863442110004
172648;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3874976288284669, 39.46438629338321], ""type"": ""Point""}";39.46438629338321, -0.3874976288284669
172649;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.38604623409726124, 39.46372294107708], ""type"": ""Point""}";39.46372294107708, -0.38604623409726124
172651;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3874415471849375, 39.46537509290068], ""type"": ""Point""}";39.46537509290068, -0.3874415471849375
172653;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.38778904192819236, 39.46869218500984], ""type"": ""Point""}";39.46869218500984, -0.38778904192819236
172655;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.38569120985153243, 39.46914839680176], ""type"": ""Point""}";39.46914839680176, -0.38569120985153243
172660;2;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.36408492782801, 39.48673308037407], ""type"": ""Point""}";39.48673308037407, -0.36408492782801
172661;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.36287028110849906, 39.48485783246582], ""type"": ""Point""}";39.48485783246582, -0.36287028110849906
172662;2;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.34661333847947917, 39.479995390293034], ""type"": ""Point""}";39.479995390293034, -0.34661333847947917
172668;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3346698868099813, 39.47196727548504], ""type"": ""Point""}";39.47196727548504, -0.3346698868099813
172671;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.33681148258624555, 39.474015522615915], ""type"": ""Point""}";39.474015522615915, -0.33681148258624555
172673;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3377973022852289, 39.471923570919856], ""type"": ""Point""}";39.471923570919856, -0.3377973022852289
172675;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.33605162445903397, 39.4710124118239], ""type"": ""Point""}";39.4710124118239, -0.33605162445903397
172676;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3461131179698687, 39.47386299204407], ""type"": ""Point""}";39.47386299204407, -0.3461131179698687
172686;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3180479392268665, 39.30906541255831], ""type"": ""Point""}";39.30906541255831, -0.3180479392268665
172687;2;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3164400146706361, 39.35884927638613], ""type"": ""Point""}";39.35884927638613, -0.3164400146706361
172689;2;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3229460313529679, 39.374230401780586], ""type"": ""Point""}";39.374230401780586, -0.3229460313529679
172690;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3322353191550362, 39.382364140952895], ""type"": ""Point""}";39.382364140952895, -0.3322353191550362
172691;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3325081614923779, 39.38306773892948], ""type"": ""Point""}";39.38306773892948, -0.3325081614923779
172693;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.33726280743563, 39.42063071206429], ""type"": ""Point""}";39.42063071206429, -0.33726280743563
172699;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3509140601789238, 39.4668434519347], ""type"": ""Point""}";39.4668434519347, -0.3509140601789238
172700;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.39157091446655684, 39.4791393214279], ""type"": ""Point""}";39.4791393214279, -0.39157091446655684
172701;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3939039415222683, 39.48197782123376], ""type"": ""Point""}";39.48197782123376, -0.3939039415222683
172703;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.38835848076643864, 39.469968983152945], ""type"": ""Point""}";39.469968983152945, -0.38835848076643864
172710;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.39200871256216513, 39.47506213871015], ""type"": ""Point""}";39.47506213871015, -0.39200871256216513
172711;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.39237573728834174, 39.47561502987067], ""type"": ""Point""}";39.47561502987067, -0.39237573728834174
172713;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.38923492902664614, 39.47577263986469], ""type"": ""Point""}";39.47577263986469, -0.38923492902664614
172717;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.38074721530262656, 39.47624029232788], ""type"": ""Point""}";39.47624029232788, -0.38074721530262656
172724;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.35319575341480625, 39.463347480951555], ""type"": ""Point""}";39.463347480951555, -0.35319575341480625
172733;1;GIS;2023-06-19T04:56:42+02:00;GIS;2023-06-19T04:56:42+02:00;"{""coordinates"": [-0.3530155374983874, 39.46802977466889], ""type"": ""Point""}";39.46802977466889, -0.3530155374983874
